operation,ID,verdor_id,name,official_name,OFFICIAL_WEBSITE,phone,DISTRICT,address,post_code,h_class,avg_waiting_time,avg_rating,created_at,uppdated_at,latitude,longitude,city,parent_id
√,416,H00046278,,上海市浦东新区南码头社区卫生服务中心,,021 50787998,浦东新区,浦三路696号,201200,一级未评,,0,2013-11-29 下午07:02:10,2013-12-12 上午09:42:35,31.1865269,121.5173589,上海市,
√,417,H00046279,,上海市江湾镇街道社区卫生服务中心,,021 55398857,虹口区,新市南路1191号,200082,一级未评,12,4.72,2013-11-29 下午07:02:10,2013-12-12 上午09:42:39,31.299109,121.480822,上海市,
√,418,H00046280,,上海市奉贤区柘林镇社区卫生服务中心,,021 57456315,奉贤区,钦林北路70号,201417,一级未评,30,5,2013-11-29 下午07:02:11,2013-12-12 上午09:42:39,30.8311678,121.473819,上海市,
√,419,H00046281,,上海市洋泾地段医院,,021 58217105,浦东新区,灵山路855号,200135,一级未评,,0,2013-11-29 下午07:02:11,2013-12-12 上午09:42:39,31.2323599,121.5518318,上海市,
√,420,H00046282,,上海市航头镇社区卫生服务中心,,021 58221787,浦东新区,沪南公路5395号,200120,一级未评,,0,2013-11-29 下午07:02:12,2013-12-12 上午09:42:39,31.0993509,121.5659914,上海市,
√,421,H00046285,,上海市浦东新区曹路镇卫生服务中心,,021 58562501,浦东新区,龚新路470号,201200,一级未评,,0,2013-11-29 下午07:02:12,2013-12-12 上午09:42:39,31.258147,121.682876,上海市,
√,422,H00046286,,上海市浦东新区金桥社区卫生服务中心,,021 58992510,浦东新区,佳林路1028号,201200,一级未评,,0,2013-11-29 下午07:02:12,2013-12-12 上午09:42:40,31.26368,121.613685,上海市,
√,423,H00046287,,上海市浦东新区迎博社区卫生服务中心,,021 61345198,浦东新区,新浦路297号,201200,一级未评,,0,2013-11-29 下午07:02:13,2013-12-12 上午09:42:43,31.168946,121.535874,上海市,
√,424,H00046290,,上海市虹口区新港路地段医院,,021 65018435,虹口区,瑞虹路480号,200082,一级未评,,0,2013-11-29 下午07:02:13,2013-12-12 上午09:42:40,31.267465,121.500873,上海市,
√,425,H00046291,,广中街道社区卫生服务中心,,021 65449777,虹口区,广灵一路80号,200082,一级未评,,0,2013-11-29 下午07:02:13,2013-12-12 上午09:42:40,31.281012,121.478976,上海市,
√,429,H00046538,,上海市卢湾区顺昌医院,,,卢湾区,建国东路80号,200025,一级未评,5,3.2,2013-11-29 下午07:02:15,2013-12-12 上午09:42:40,31.213368,121.479572,上海市,
√,430,H00046541,,上海市徐汇区田林街道社区卫生服务中心,,,徐汇区,柳州路500号,200033,一级未评,16,3.98,2013-11-29 下午07:02:15,2013-12-12 上午09:42:40,31.173539,121.42288,上海市,
√,433,H00060573,,上海东海老年护理医院,,021 58295445,浦东新区,三三公路5020弄8号,200120,一级未评,,0,2013-11-29 下午07:02:17,2013-12-12 上午09:42:40,30.9541625,121.9067877,上海市,
√,435,H00060577,,上海永嘉地段医院,,021 64319642,徐汇区,太原路110号,200030,一级未评,15,4.33,2013-11-29 下午07:02:17,2013-12-12 上午09:42:43,31.2069223,121.4548453,上海市,
√,440,H00066391,,上海市公安消防总队职工医院,,021 64086217,闸北区,三泉路22号,200435,一级未评,,0,2013-11-29 下午07:02:19,2013-12-12 上午09:42:40,31.301679,121.442673,上海市,
√,371,H00066905,,青浦区华新镇卫生院分院,,021 59770320,青浦区,凤中路250号,201708,一级甲等,,0,2013-11-29 下午07:01:55,2013-12-12 上午09:42:39,31.1991397,121.2277251,上海市,370
√,287,H00066932,,上海市虹口区欧阳路街道社区卫生服务中心分中心,,021 65074244,虹口区,蒋家桥路21号,200081,一级未评,,0,2013-11-29 下午07:01:25,2013-12-12 上午09:42:38,31.2731158,121.4966871,上海市,286
√,297,H00067033,,上海市真如镇社区卫生服务中心真光服务站,,021 52783834,普陀区,铜川路1899弄35号,200333,一级甲等,10,5,2013-11-29 下午07:01:29,2013-12-12 上午09:42:34,31.2532903,121.3841816,上海市,296
√,298,H00067036,,上海市真如镇社区卫生服务中心西站服务站,,021 52853890,普陀区,桃浦路85号,200333,一级甲等,15,4.67,2013-11-29 下午07:01:29,2013-12-12 上午09:42:38,31.261459,121.401889,上海市,296
√,299,H00067039,,上海市真如镇社区卫生服务中心清涧服务站,,021 62067130,普陀区,清涧路39弄78号,200333,一级甲等,,0,2013-11-29 下午07:01:30,2013-12-12 上午09:42:38,31.2626239,121.3862901,上海市,296
√,242,H00067067,,上海市闸北区宝山街道社区卫生服务中心分院,,021 56630945,闸北区,宝源路124号,200071,一级甲等,,0,2013-11-29 下午07:01:09,2013-12-12 上午09:42:43,31.255472,121.47872,上海市,241
√,252,H00067072,,上海市杨浦区殷行社区卫生服务中心国和门诊部,,021 65320658,杨浦区,国和路,200438,一级未评,,0,2013-11-29 下午07:01:13,2013-12-12 上午09:42:38,31.3181708,121.5312885,上海市,251
√,339,H00067177,,上海市闵行区浦江社区卫生服务中心陈行分中心,,021 34303782,闵行区,普瑞路333号,201112,一级甲等,,0,2013-11-29 下午07:01:44,2013-12-12 上午09:42:39,31.230416,121.473701,上海市,338
√,408,H00067318,,上海市青浦区金泽镇卫生院莲盛分院,,021 59271267,青浦区,练西路2780号,201532,一级甲等,12,4.34,2013-11-29 下午07:02:07,2013-12-12 上午09:42:39,31.049267,120.987998,上海市,407
√,322,H00067322,,长兴坊服务站,,021 54181223,徐汇区,桂林西街15弄2号,200233,一级甲等,10,4,2013-11-29 下午07:01:38,2013-12-12 上午09:42:43,31.1555906,121.4171122,上海市,321
√,323,H00067323,,桂平服务站,,021 54181223,徐汇区,江安路88号,200233,一级甲等,,0,2013-11-29 下午07:01:38,2013-12-12 上午09:42:39,31.14838,121.414471,上海市,321
√,324,H00067325,,康乐小区服务站,,021 54181223,徐汇区,桂林东街257号-3号,200233,一级甲等,10,2.5,2013-11-29 下午07:01:38,2013-12-12 上午09:42:35,31.157125,121.421574,上海市,321
√,325,H00067326,,上师大服务站,,021 54181223,徐汇区,虹漕南路213号,200233,一级甲等,,0,2013-11-29 下午07:01:39,2013-12-12 上午09:42:35,31.158419,121.413774,上海市,321
√,409,H00067329,,上海市青浦区金泽镇卫生院商榻分院,,021 59281570,青浦区,商蔡路84弄5号,201532,一级甲等,11,4.53,2013-11-29 下午07:02:08,2013-12-12 上午09:42:39,31.115112,120.9261316,上海市,407
√,410,H00067334,,上海市青浦区金泽镇卫生院西岑分院,,021 59294995,青浦区,练西路4152号,201532,一级甲等,13,4.89,2013-11-29 下午07:02:08,2013-12-12 上午09:42:39,31.0071724,121.0396708,上海市,407
√,142,H00067421,,杨浦区老年医院杨树浦分院,,021 65195561,杨浦区,长阳路1389弄75号,200090,一级未评,,0,2013-11-29 下午07:00:31,2013-12-12 上午09:42:37,31.267106,121.5292008,上海市,141
√,444,H00067447,,浦东新场社区卫生服务中心,,021 68170711,浦东新区,新场镇牌楼西路58号,201300,一级未评,5,4.43,2013-11-29 下午07:02:20,2013-12-12 上午09:42:40,31.024448,121.645491,上海市,
√,120,H00079873,,枫林街道社区卫生服务中心,,021 64040466,徐汇区,医学院路110弄33号,200030,一级未评,7,4.84,2013-11-29 下午07:00:19,2013-12-12 上午09:42:43,31.1991103,121.4550065,上海市,119
√,159,H00079892,金山区漕泾卫生院,漕泾社区卫生服务中心,,021 57255886,金山区,漕泾镇中一东路99号,201500,一级未评,,0,2013-11-29 下午07:00:38,2013-12-12 上午09:42:37,30.793817,121.423291,上海市,158
√,121,H00079896,,宛南社区卫生服务中心,,021 64399271,徐汇区,双峰路450号,200030,一级未评,10,4.46,2013-11-29 下午07:00:19,2013-12-12 上午09:42:37,31.180121,121.449526,上海市,119
√,285,H00079979,,曹家渡街道社区卫生服务中心,,021 62188141,静安区,新闸路1910弄1号,200042,一级甲等,10,0,2013-11-29 下午07:01:25,2013-12-12 上午09:42:38,31.2267267,121.4418823,上海市,284
√,449,H00087455,,金山区松隐镇卫生院,,021 57381254,金山区,松隐大街456号,201501,一级未评,,0,2013-11-29 下午07:02:24,2013-12-12 上午09:42:40,30.891156,121.237286,上海市,
√,309,H00118054,,黄浦区老西门街道社区卫生服务中心分院,,021 53822936,黄浦区,肇州路183号,200011,一级甲等,,0,2013-11-29 下午07:01:33,2013-12-12 上午09:42:43,31.216344,121.480808,上海市,308
√,447,H00118925,,杨浦区五角场镇社区卫生服务中心市光点,,021 65574424,杨浦区,三门路11弄,200433,一级未评,,0,2013-11-29 下午07:02:23,2013-12-12 上午09:42:43,31.3115317,121.515856,上海市,446
√,283,H00119576,,江宁路社区卫生服务中心分部,,021 62771285,静安区,江宁路702弄11号,200040,一级未评,7,4.42,2013-11-29 下午07:01:24,2013-12-12 上午09:42:43,31.2380593,121.449127,上海市,282
√,302,H00119625,,杨浦区平凉社区卫生服务中心分部,,021 65415060,杨浦区,江浦路847号,200092,一级未评,,0,2013-11-29 下午07:01:31,2013-12-12 上午09:42:38,31.2639231,121.5238396,上海市,301
√,248,H00120766,,四川北路街道社区卫生服务中心分部,,021 63242456,虹口区,东宝兴路326号,200080,一级甲等,5,5,2013-11-29 下午07:01:12,2013-12-12 上午09:42:38,31.25843,121.48068,上海市,247
√,292,H00120770,,东苑门诊部,,021 65294009,虹口区,凉城四村68号,200434,一级甲等,,0,2013-11-29 下午07:01:27,2013-12-12 上午09:42:34,31.292556,121.471338,上海市,291
√,293,H00120771,,广粤社区服务点,,021 65293401,虹口区,凉城路465弄2甲,200434,一级甲等,,0,2013-11-29 下午07:01:27,2013-12-12 上午09:42:38,31.2888055,121.4706855,上海市,291
√,294,H00120773,,文苑社区服务点,,021 65250623,虹口区,车站北路732弄77号,200434,一级甲等,,0,2013-11-29 下午07:01:28,2013-12-12 上午09:42:38,31.2971732,121.4656891,上海市,291
√,295,H00120775,,长春社区服务点,,021 56661992,虹口区,四川北路1999弄97号,200434,一级甲等,15,4.33,2013-11-29 下午07:01:28,2013-12-12 上午09:42:38,31.2636731,121.4839864,上海市,291
√,451,H00123512,,上海市浦东新区高桥社区卫生服务中心,,021 58672539,浦东新区,欧高路128号,200120,一级未评,,0,2013-11-29 下午07:02:24,2013-12-12 上午09:42:40,31.3606592,121.5766273,上海市,
√,396,H00123530,上海市奉贤区南桥镇社区卫生服务中心贝港站,奉贤南桥镇社区卫生服务中心贝港分中心,,021 57107707,奉贤区,环城西路373号,201400,一级甲等,5,4.57,2013-11-29 下午07:02:03,2013-12-12 上午09:42:39,30.906625,121.445095,上海市,395
√,397,H00123531,,上海市奉贤区南桥镇社区卫生服务中心南中路站,,021 57102241,奉贤区,吴塘路480号,201400,一级甲等,,0,2013-11-29 下午07:02:04,2013-12-12 上午09:42:43,30.9612646,121.4468695,上海市,395
√,126,H00124276,,清真社区卫生服务站,,021 64169335,徐汇区,医学院路52号,200032,一级未评,,0,2013-11-29 下午07:00:21,2013-12-12 上午09:42:37,31.200116,121.457853,上海市,125
√,280,H00124449,,延中社区卫生服务站,,021 62894076,静安区,延安中913弄路109号,200041,一级甲等,,0,2013-11-29 下午07:01:23,2013-12-12 上午09:42:42,31.221709,121.451659,上海市,279
√,452,H00125232,,上海市松江区车墩镇社区卫生服务中心,,021 57601412,松江区,车墩镇虬长路168号,201600,一级甲等,,0,2013-11-29 下午07:02:25,2013-12-12 上午09:42:40,31.015323,121.310405,上海市,
√,453,H00125234,,上海市松江区洞泾镇社区卫生服务中心,,57699900,松江区,洞泾镇长兴中路1566号,201600,一级甲等,,0,2013-11-29 下午07:02:25,2013-12-12 上午09:42:35,31.08280136,121.2886839,上海市,
√,454,H00125235,,上海市松江区九亭镇社区卫生服务中心,,57631767,松江区,九亭镇易富路128号,201600,一级甲等,,0,2013-11-29 下午07:02:26,2013-12-12 上午09:42:40,31.1090343,121.3035816,上海市,
√,455,H00125239,,上海市松江区泖港镇社区卫生服务中心,,57861523,松江区,泖港镇新宾路436号,201600,一级甲等,,0,2013-11-29 下午07:02:27,2013-12-12 上午09:42:40,30.932875,121.210664,上海市,
√,456,H00125243,,上海市松江区佘山镇社区卫生服务中心,,57658491,松江区,陈坊桥细林路11号,201600,一级未评,,0,2013-11-29 下午07:02:27,2013-12-12 上午09:42:40,31.230416,121.473701,上海市,
√,457,H00125256,,上海市松江区石湖荡镇社区卫生服务中心,,57752141,松江区,石湖荡路105号,201600,一级未评,,0,2013-11-29 下午07:02:27,2013-12-12 上午09:42:40,30.9317868,121.2180328,上海市,
√,458,H00125261,,上海市松江区新桥镇社区卫生服务中心,,57647646,松江区,新桥镇新南街268号,201600,一级未评,,0,2013-11-29 下午07:02:28,2013-12-12 上午09:42:35,31.0616269,121.3175889,上海市,
√,459,H00125269,,上海市松江区永丰街道社区卫生服务中心,,57850909,松江区,荣乐西路1039号,201600,一级未评,65,4.38,2013-11-29 下午07:02:28,2013-12-12 上午09:42:40,31.016136,121.193228,上海市,
√,460,H00125283,,上海市松江区叶榭镇社区卫生服务中心,,57801180,松江区,叶榭镇叶权路210号,201600,一级甲等,10,3.67,2013-11-29 下午07:02:28,2013-12-12 上午09:42:40,30.9427243,121.3211408,上海市,
√,461,H00125292,,上海市松江区岳阳街道社区卫生服务中心,,57814383,松江区,阔街15号,201600,一级未评,10,4,2013-11-29 下午07:02:29,2013-12-12 上午09:42:40,31.0058745,121.230154,上海市,
√,463,H00125298,,嘉定区菊园新区卫生院,,59926282,嘉定区,平城路785号,201800,一级未评,,0,2013-11-29 下午07:02:29,2013-12-12 上午09:42:40,31.398295,121.249872,上海市,
√,464,H00125304,,上海市松江区方松街道社区卫生服务中心,,67736999,松江区,文诚路805号,201600,一级未评,10,4,2013-11-29 下午07:02:30,2013-12-12 上午09:42:40,31.031539,121.207436,上海市,
√,466,H00125421,,上海市松江区中山街道社区卫生服务中心,,57786088,松江区,沪松公路275号,201600,一级甲等,10,4.58,2013-11-29 下午07:02:30,2013-12-12 上午09:42:40,31.1523875,121.3442523,上海市,
√,467,H00125426,,上海市松江区小昆山镇社区卫生服务中心,,57767810,松江区,鹤溪街75号,201600,一级甲等,2,4.34,2013-11-29 下午07:02:31,2013-12-12 上午09:42:40,31.035904,121.135741,上海市,
√,468,H00125499,,宝山区高境社区服务中心,,56887746,宝山区,共康东路55号,200436,一级甲等,,0,2013-11-29 下午07:02:31,2013-12-12 上午09:42:40,31.3234,121.462822,上海市,
√,470,H00125503,,宝山区顾村镇社区卫生服务中心,,56043574,宝山区,太河西路3369号,200431,一级未评,,0,2013-11-29 下午07:02:32,2013-12-12 上午09:42:40,31.230416,121.473701,上海市,
√,474,H00125563,,宝山区盛桥地段医院,,56153656,宝山区,盛桥一村26号,200431,一级未评,,0,2013-11-29 下午07:02:33,2013-12-12 上午09:42:40,31.452152,121.402684,上海市,
√,475,H00125573,,宝山路街道社区卫生服务中心,,59450610,宝山区,宝源路124号,200431,一级甲等,,0,2013-11-29 下午07:02:34,2013-12-12 上午09:42:40,31.255472,121.47872,上海市,
√,481,H00125646,,城桥镇社区卫生服务中心,,69620391,崇明县,城桥镇309,202150,一级未评,,0,2013-11-29 下午07:02:36,2013-12-12 上午09:42:35,31.1851386,121.5698578,上海市,
√,483,H00125716,,上海市嘉定区大宅综合门诊部,,59141015,嘉定区,华江路666弄67号,201800,一级未评,,0,2013-11-29 下午07:02:36,2013-12-12 上午09:42:40,31.2500536,121.3271537,上海市,
√,485,H00125731,,上海市世博家园门诊部,,34501500,闵行区,浦驰路52号,200240,一级未评,,0,2013-11-29 下午07:02:37,2013-12-12 上午09:42:40,31.071954,121.503638,上海市,
√,487,H00125762,,崇明县新河镇社区卫生服务中心,,59681559,崇明县,新河镇康复路219号,201500,一级未评,,0,2013-11-29 下午07:02:38,2013-12-12 上午09:42:40,31.579035,121.52354,上海市,
√,488,H00125797,,上海市杨浦区民办大柏树门诊部,,021 65913991,杨浦区,政立路788号,200082,一级未评,,0,2013-11-29 下午07:02:38,2013-12-12 上午09:42:40,31.3079397,121.4959787,上海市,
√,489,H00125812,,塘外卫生院,,57174407,奉贤区,丰柘公路941号,201401,一级甲等,,0,2013-11-29 下午07:02:38,2013-12-12 上午09:42:40,30.8973433,121.6150791,上海市,
√,491,H00125872,,上海御康医院,,68937036,浦东新区,沪南公路2441弄1号,201204,一级未评,5,4.33,2013-11-29 下午07:02:39,2013-12-12 上午09:42:35,31.0376134,121.7104309,上海市,
√,492,H00125879,,上海新医联门诊部,,65525489,杨浦区,四平路953号,200082,一级未评,,0,2013-11-29 下午07:02:39,2013-12-12 上午09:42:40,31.27583,121.502192,上海市,
√,493,H00125883,,奉贤区四团卫生院,,57535550,奉贤区,天鹏路48号,201401,一级未评,,0,2013-11-29 下午07:02:40,2013-12-12 上午09:42:40,30.9419407,121.7202403,上海市,
√,500,H00126015,,上海海江医院,,65178099,虹口区,池沟路80号,200080,一级未评,,0,2013-11-29 下午07:02:42,2013-12-12 上午09:42:40,31.302242,121.479432,上海市,
√,502,H00126030,,华亭镇社区卫生服务中心,,59950820,嘉定区,唐行嘉行公路3285号,201800,一级未评,5,5,2013-11-29 下午07:02:42,2013-12-12 上午09:42:40,31.465669,121.238823,上海市,
√,503,H00126038,,嘉定区南翔镇社区卫生服务中心,,59179833,闵行区,沪宜公路1082号,200240,一级未评,0,4.43,2013-11-29 下午07:02:43,2013-12-12 上午09:42:40,31.2945159,121.3032853,上海市,
√,504,H00126042,,上海嘉定区外冈镇社区卫生服务中心,,59586570,嘉定区,祁昌路355号,201800,一级未评,7,5,2013-11-29 下午07:02:43,2013-12-12 上午09:42:40,31.3649,121.170911,上海市,
√,506,H00126044,,嘉定区徐行镇社区卫生服务中心,,59947029,嘉定区,开圆路5号,201800,一级未评,13,4.89,2013-11-29 下午07:02:44,2013-12-12 上午09:42:40,31.2374294,120.9962938,上海市,
√,508,H00126081,,上海九洲医院,,66266666,普陀区,真南路685号,200060,一级未评,6,4.67,2013-11-29 下午07:02:45,2013-12-12 上午09:42:41,31.269548,121.386921,上海市,
√,512,H00126111,,上海利民门诊部,,55066797,杨浦区,四平路2100弄24号,200090,一级未评,,0,2013-11-29 下午07:02:46,2013-12-12 上午09:42:41,31.2935969,121.5124095,上海市,
√,513,H00126114,,上海真美妇科医院,,55129828,杨浦区,国权路238号,200082,一级未评,15,4,2013-11-29 下午07:02:46,2013-12-12 上午09:42:41,31.289403,121.510883,上海市,
√,514,H00126128,,上海新光医院,,65483393,杨浦区,佳木斯路258号,200082,一级未评,,0,2013-11-29 下午07:02:47,2013-12-12 上午09:42:41,31.29752,121.539573,上海市,
√,515,H00126139,,奉贤区海湾镇54卫生院,,57162925,奉贤区,海湾镇54公路1500号,201400,一级甲等,,0,2013-11-29 下午07:02:47,2013-12-12 上午09:42:41,30.8572592,121.5672939,上海市,
√,400,H00126156,,奉城镇社区卫生服务中心头桥分中心,,57551296,奉贤区,奉城镇路,201409,一级甲等,,0,2013-11-29 下午07:02:05,2013-12-12 上午09:42:39,30.9170366,121.6513249,上海市,401
√,517,H00126170,,上海市奉贤区青村镇卫生服务中心,,57561254,奉贤区,青村南路182号,201400,一级甲等,,0,2013-11-29 下午07:02:48,2013-12-12 上午09:42:41,31.025153,121.5292637,上海市,
√,185,H00126175,,闵行区世博家园门诊部,,021 64308151,闵行区,瑞丽路801号,200240,一级未评,,0,2013-11-29 下午07:00:47,2013-12-12 上午09:42:37,31.0038209,121.4091415,上海市,184
√,520,H00126221,,上海市杨浦区沪东老年护理院,,55211774,杨浦区,许昌路426号,200090,一级未评,,0,2013-11-29 下午07:02:49,2013-12-12 上午09:42:41,31.255646,121.524646,上海市,
√,522,H00126274,,上海港华医院,,62807733,长宁区,淮海西路282号,200042,一级甲等,,0,2013-11-29 下午07:02:50,2013-12-12 上午09:42:41,31.200008,121.429008,上海市,
√,527,H00126468,,上海金山区亭林镇社区卫生服务中心,,57381254,金山区,南路2号,200540,一级未评,15,4,2013-11-29 下午07:02:52,2013-12-12 上午09:42:41,31.264682,121.3973448,上海市,
√,528,H00126496,,上海市嘉定区马陆镇社区卫生服务中心,,59156106,嘉定区,沪宜公路2091号,201802,一级未评,,0,2013-11-29 下午07:02:52,2013-12-12 上午09:42:41,31.33004,121.284955,上海市,
√,532,H00126729,,淞南镇社区卫生服务中心,,66147783,宝山区,淞良路301号,200436,一级未评,,0,2013-11-29 下午07:02:53,2013-12-12 上午09:42:41,31.342136,121.489095,上海市,
√,533,H00127679,,大场镇祁连社区卫生服务中心,,56133446,宝山区,祁连山路2891号,200441,一级未评,26,3.75,2013-11-29 下午07:02:53,2013-12-12 上午09:42:41,31.317362,121.381659,上海市,
√,534,H00127686,,顾村镇菊泉新城社区卫生服务中心,,51609501,宝山区,菊盛路218号,200431,一级未评,,0,2013-11-29 下午07:02:54,2013-12-12 上午09:42:35,31.352293,121.371836,上海市,
√,469,H00127706,,宝山区顾村镇社区卫生服务中心共富社区卫生服务站,,33701879,宝山区,共富二路120号,200431,一级未评,,0,2013-11-29 下午07:02:32,2013-12-12 上午09:42:35,31.3456546,121.4248369,上海市,470
√,535,H00127719,,上海宝山区罗泾镇社区卫生服务中心,,56870346,宝山区,潘沪路28号,200431,一级未评,,0,2013-11-29 下午07:02:54,2013-12-12 上午09:42:41,31.481675,121.337428,上海市,
√,536,H00127727,,上海市宝山区庙行社区卫生服务中心,,56421122,宝山区,长江西路2700号,200436,一级未评,,0,2013-11-29 下午07:02:55,2013-12-12 上午09:42:35,31.3271958,121.4283969,上海市,
√,537,H00127736,,上海市宝山区杨行镇社区卫生服务中心,,56495839,宝山区,杨泰路239号,200436,一级未评,,0,2013-11-29 下午07:02:55,2013-12-12 上午09:42:41,31.370541,121.443897,上海市,
√,538,H00127748,,上海市宝山区吴淞地段医院,,56840260,宝山区,淞滨路120号,200436,一级未评,,0,2013-11-29 下午07:02:55,2013-12-12 上午09:42:35,31.374036,121.497658,上海市,539
√,540,H00127818,,月浦镇社区卫生服务中心,,66681120,宝山区,月浦镇龙镇路2号,200941,一级未评,,0,2013-11-29 下午07:02:56,2013-12-12 上午09:42:41,31.416911,121.430921,上海市,
√,541,H00127824,,张庙街道长江路社区卫生服务中心,,56759784,宝山区,通河路639号,200431,一级甲等,,0,2013-11-29 下午07:02:56,2013-12-12 上午09:42:41,31.340146,121.44442,上海市,
√,542,H00127834,,崇明县堡镇社区卫生中心,,59423184,崇明县,镇达山路377号,202150,一级甲等,,0,2013-11-29 下午07:02:57,2013-12-12 上午09:42:41,31.53793,121.624133,上海市,
√,543,H00127854,,崇明县新村乡社区卫生服务中心,,59650812,崇明县,星村公路2108号,201500,一级未评,18,4.75,2013-11-29 下午07:02:57,2013-12-12 上午09:42:41,31.8298444,121.3320352,上海市,
√,544,H00127863,,上海市崇明县庙镇社区卫生服务中心,,69360024,崇明县,宏海公路112号,202150,一级未评,,0,2013-11-29 下午07:02:57,2013-12-12 上午09:42:41,31.6791091,121.3664968,上海市,
√,545,H00127985,,上海市浦东新区高东社区卫生服务中心,,68481244,浦东新区,北新园路459号,200126,一级甲等,45,5,2013-11-29 下午07:02:58,2013-12-12 上午09:42:35,31.325491,121.6235162,上海市,
√,547,H00128052,,浦东凌桥社区卫生服务中心,,58647035,浦东新区,江东路1236号,200122,一级甲等,,0,2013-11-29 下午07:02:58,2013-12-12 上午09:42:41,31.365442,121.541194,上海市,
√,548,H00128055,,上海市浦东新区唐镇卫生服务中心,,58961101,浦东新区,创新中路75号,200122,一级未评,,0,2013-11-29 下午07:02:59,2013-12-12 上午09:42:35,31.2105167,121.671564,上海市,
√,549,H00128057,,上海市浦东新区王港镇社区卫生服务中心,,58582149,浦东新区,虹盛路25号,200122,一级甲等,,0,2013-11-29 下午07:02:59,2013-12-12 上午09:42:41,31.238081,121.68348,上海市,
√,347,H00128102,,湖南路地段医院,,021 34230101,徐汇区,原路281弄7号,200031,一级未评,,0,2013-11-29 下午07:01:47,2013-12-12 上午09:42:39,31.2118755,121.4424016,上海市,346
√,566,H00128532,,上海市奉浦医院,,50133897,奉贤区,南桥环城东路1148号,201401,一级未评,,0,2013-11-29 下午07:03:05,2013-12-12 上午09:42:41,30.9194608,121.4676061,上海市,
√,569,H00128615,,上海杨浦区凤城地段医院,,65621876,杨浦区,延吉西路100号,200090,一级未评,10,4.67,2013-11-29 下午07:03:06,2013-12-12 上午09:42:41,31.280176,121.521069,上海市,
√,571,H00128638,,万祥镇社区卫生服务中心,,58046086,浦东新区,万祥镇万和路185号,200124,一级未评,,0,2013-11-29 下午07:03:07,2013-12-12 上午09:42:41,30.9733356,121.8187813,上海市,
√,572,H00128745,,上海市青浦区赵屯镇卫生院,,59210039,青浦区,新赵路1号,201700,一级未评,,0,2013-11-29 下午07:03:07,2013-12-12 上午09:42:41,31.2595695,121.0855558,上海市,
√,575,H00128808,,嘉定区安亭镇社区卫生服务中心,,39107715,嘉定区,安亭镇民丰路1200号,201802,一级未评,,0,2013-11-29 下午07:03:08,2013-12-12 上午09:42:41,31.3060208,121.1475863,上海市,
√,576,H00128831,,安亭镇黄渡社区卫生服务中心,,,嘉定区,新黄路10号,201804,一级未评,,0,2013-11-29 下午07:03:08,2013-12-12 上午09:42:41,31.272752,121.219424,上海市,
√,577,H00128842,,上海市嘉定区真新社区卫生服务中心,,59183589,嘉定区,丰庄路225号,201802,一级未评,6,4.44,2013-11-29 下午07:03:09,2013-12-12 上午09:42:35,31.2443919,121.3619355,上海市,
√,578,H00128862,,上海市金山区朱泾地段医院,,57311295,金山区,罗星路608号,201500,一级未评,45,5,2013-11-29 下午07:03:09,2013-12-12 上午09:42:41,30.9026895,121.1694086,上海市,
√,579,H00128890,,上海市南汇区惠南镇社区卫生服务中心,,58271851,浦东新区,观海路259号,201300,一级未评,0,3,2013-11-29 下午07:03:09,2013-12-12 上午09:42:41,31.03162,121.783112,上海市,
√,580,H00128904,,上海市南汇区泥城镇社区卫生服务中心,,58072536,浦东新区,南芦公路1843号,201302,一级甲等,,0,2013-11-29 下午07:03:10,2013-12-12 上午09:42:41,30.899486,121.829258,上海市,
√,582,H00128943,,上海市南汇区坦直镇卫生院,,68151691,浦东新区,伸江南路550号,201302,一级未评,,0,2013-11-29 下午07:03:10,2013-12-12 上午09:42:41,31.230416,121.473701,上海市,
√,583,H00128946,,上海市南汇区新港镇卫生院,,58196891,浦东新区,新卫路6号,201302,一级未评,5,5,2013-11-29 下午07:03:11,2013-12-12 上午09:42:41,30.7218537,121.3375338,上海市,
√,584,H00128954,,上海市宣桥镇社区卫生服务中心,,58181128,浦东新区,沪南公路8719号,201302,一级未评,,0,2013-11-29 下午07:03:11,2013-12-12 上午09:42:35,31.037796,121.695066,上海市,
√,586,H00129059,,上海市泰日社区卫生服务中心,,57586265,奉贤区,泰日镇泰青路356号,201401,一级未评,,0,2013-11-29 下午07:03:12,2013-12-12 上午09:42:41,30.9819027,121.5649709,上海市,
√,589,H00129106,,上海市南汇区六灶镇社区卫生服务中心,,58162674,浦东新区,崇溪路120号,201314,一级未评,15,4,2013-11-29 下午07:03:13,2013-12-12 上午09:42:41,31.110124,121.71358,上海市,
√,591,H00129134,,上海市奉贤区齐贤镇卫生院,,57575305,奉贤区,齐贤镇金钱公路1926号,201401,一级未评,,0,2013-11-29 下午07:03:14,2013-12-12 上午09:42:41,30.949872,121.507607,上海市,
√,426,H00129208,,广中路街道社区卫生服务中心同心分中心,,56629202,虹口区,青云路256号,200082,一级未评,,0,2013-11-29 下午07:02:14,2013-12-12 上午09:42:35,31.264396,121.474737,上海市,425
√,592,H00129231,,上海市金山区吕巷镇社区卫生服务中心,,57371551,金山区,溪北路74号,200540,一级未评,30,3.43,2013-11-29 下午07:03:14,2013-12-12 上午09:42:41,30.829068,121.174748,上海市,
