id,vendor_id,name,official_name,address,phone,post_code,h_class,avg_waiting_time,avg_rating,created_at,updated_at,latitude,longitude,city,parent_id,website,district,gbi_id,ownership
771,G92061898,,上海市公共卫生临床中心,漕廊公路2901号,,,三级甲等,,0,2015-03-05 16:01:10 +0800,2015-03-05 16:01:10 +0800,0,0,上海市,,www.shaphc.org/,金山区,92061898,0
772,G1000000812,,上海市公共卫生临床中心市区分部,同心路921号,,,三级甲等,,0,2015-03-05 16:01:10 +0800,2015-03-05 16:01:10 +0800,0,0,上海市,,www.shaphc.org/,虹口区,1000000812,0
773,G92015490,,上海市精神卫生中心,宛平南路600号,,,三级甲等,,0,2015-03-05 16:01:10 +0800,2015-03-05 16:01:10 +0800,0,0,上海市,,www.smhc.org.cn/,徐汇区,92015490,0
774,G92015471,,上海市皮肤病医院,武夷路200号,,,三级甲等,,0,2015-03-05 16:01:11 +0800,2015-03-05 16:01:11 +0800,0,0,上海市,,www.shskin.com/,长宁区,92015471,0
775,G92015649,,上海市胸科医院,淮海西路241号,,,三级甲等,,0,2015-03-05 16:01:11 +0800,2015-03-05 16:01:11 +0800,0,0,上海市,,www.shxkyy.com/,徐汇区,92015649,0
776,G92047708,,上海中医药大学附属曙光医院,张衡路528号,,,三级甲等,,0,2015-03-05 16:01:11 +0800,2015-03-05 16:01:11 +0800,0,0,上海市,,www.sgyy.cn/,浦东新区,92047708,0
777,G92015683,,上海中医药大学附属曙光医院西院,普安路185号,,,三级甲等,,0,2015-03-05 16:01:11 +0800,2015-03-05 16:01:11 +0800,0,0,上海市,,www.sgyy.cn/,黄浦区,92015683,0
778,G92015392,,上海市宝山区中西医结合医院,友谊路181号,,,三级甲等,,0,2015-03-05 16:01:11 +0800,2015-03-05 16:01:11 +0800,0,0,上海市,,http://www.bszxyy.cn/,宝山区,92015392,0
779,G92015491,,上海市普陀区中心医院,兰溪路164号,,310107,三级未评,,0,2015-03-05 16:01:11 +0800,2015-03-05 16:01:11 +0800,0,0,上海市,,www.sptdch.cn/,普陀区,92015491,0
780,G92015444,,上海中医药大学附属龙华医院浦东分院,上南路1000弄上钢二村45号,,,二级乙等,,0,2015-03-05 16:01:11 +0800,2015-03-05 16:01:11 +0800,0,0,上海市,,www.longhua.net/,浦东新区,92015444,0
781,G1000009921,,上海市中医医院石门路门诊部,石门一路67弄1号,,,三级甲等,,0,2015-03-05 16:01:11 +0800,2015-03-05 16:01:11 +0800,0,0,上海市,,www.szy.sh.cn/,静安区,1000009921,0
782,G92015584,,武警上海市总队医院,虹许路831号,,,三级甲等,,0,2015-03-05 16:01:11 +0800,2015-03-05 16:01:11 +0800,0,0,上海市,,http://www.shwj.org/,长宁区,92015584,2
783,G92015638,,中国福利会国际和平妇幼保健院,衡山路910号,,,三级甲等,,0,2015-03-05 16:01:11 +0800,2015-03-05 16:01:11 +0800,0,0,上海市,,www.cwi.org.cn/,徐汇区,92015638,0
784,G92015511,,上海市长宁区光华中西医结合医院,新华路540号,,310105,三级甲等,,0,2015-03-05 16:01:12 +0800,2015-03-05 16:01:12 +0800,0,0,上海市,,www.ghhospital.com.cn/,长宁区,92015511,0
785,G92015725,,上海市中西医结合医院,保定路230号,,,三级甲等,,0,2015-03-05 16:01:12 +0800,2015-03-05 16:01:12 +0800,0,0,上海市,,www.stcmih.com/,虹口区,92015725,0
786,G92015635,,上海市第五人民医院,瑞丽路128号,,,三级乙等,,0,2015-03-05 16:01:12 +0800,2015-03-05 16:01:12 +0800,0,0,上海市,,www.5thhospital.com/,闵行区,92015635,0
787,G92015699,,上海市杨浦区中心医院,腾越路450号,,,三级未评,,0,2015-03-05 16:01:12 +0800,2015-03-05 16:01:12 +0800,0,0,上海市,,www.shypzx.com/,杨浦区,92015699,0
788,G92015560,,上海市松江区中心医院,中山中路746号,,,二级甲等,,0,2015-03-05 16:01:12 +0800,2015-03-05 16:01:12 +0800,0,0,上海市,,,松江区,92015560,0
789,G92015528,,上海市同仁医院,愚园路786号,,,二级甲等,,0,2015-03-05 16:01:12 +0800,2015-03-05 16:01:12 +0800,0,0,上海市,,www.trhospital.com/,长宁区,92015528,0
790,G92015630,,上海市第一人民医院,海宁路100号,,,三级甲等,,0,2015-03-05 16:01:12 +0800,2015-03-05 16:01:12 +0800,0,0,上海市,,www.firsthospital.cn/,虹口区,92015630,0
791,G92015636,,上海市第六人民医院,宜山路600号,,,三级甲等,,0,2015-03-05 16:01:12 +0800,2015-03-05 16:01:12 +0800,0,0,上海市,,www.6thhosp.com/,徐汇区,92015636,0
792,G1000010500,,上海市浦东新区中医医院罗山分院,万德路49号,,,二级甲等,,0,2015-03-05 16:01:12 +0800,2015-03-05 16:01:12 +0800,0,0,上海市,,http://pdzyy.com/AFenAbout.aspx,浦东新区,1000010500,0
793,G92015550,,上海市奉贤区奉城医院,奉城镇川南奉公路9983号,,,二级甲等,,0,2015-03-05 16:01:13 +0800,2015-03-05 16:01:13 +0800,0,0,上海市,,www.fcyy.com.cn/,奉贤区,92015550,0
794,G92056270,,上海市奉贤区奉城医院分院,奉城镇川南奉公路9672号,,,二级乙等,,0,2015-03-05 16:01:13 +0800,2015-03-05 16:01:13 +0800,0,0,上海市,,,奉贤区,92056270,
795,G92015565,,上海市松江区方塔中医医院,中山东路39号,,201699,二级甲等,,0,2015-03-05 16:01:13 +0800,2015-03-05 16:01:13 +0800,0,0,上海市,,www.sjftzyyy.com/,松江区,92015565,0
796,G92015665,,上海市静安区老年医院分院,康定路828号,,,二级乙等,,0,2015-03-05 16:01:13 +0800,2015-03-05 16:01:13 +0800,0,0,上海市,,,静安区,92015665,0
797,G92015486,,上海市民政第三精神病院,闻喜路590号,,,二级未评,,0,2015-03-05 16:01:13 +0800,2015-03-05 16:01:13 +0800,0,0,上海市,,,闸北区,92015486,0
798,G92015413,,上海市民政第一精神病院,沪青平公路2000号,,,二级乙等,,0,2015-03-05 16:01:13 +0800,2015-03-05 16:01:13 +0800,0,0,上海市,,,青浦区,92015413,0
799,G92015556,,上海民政第二精神病院,川周公路2607号,,,二级未评,,0,2015-03-05 16:01:13 +0800,2015-03-05 16:01:13 +0800,0,0,上海市,,,浦东新区,92015556,0
800,G92015467,,上海市闸北区中医医院,延长中路288号,,310108,二级甲等,,0,2015-03-05 16:01:13 +0800,2015-03-05 16:01:13 +0800,0,0,上海市,,www.zbqzy.com/,闸北区,92015467,0
801,G92015422,,上海市闵行区传染病医院,鹤庆路801号,,,二级乙等,,0,2015-03-05 16:01:14 +0800,2015-03-05 16:01:14 +0800,0,0,上海市,,,闵行区,92015422,0
802,G92015508,,上海市嘉定区南翔医院分院,南翔镇民主街144号,,310114,二级乙等,,0,2015-03-05 16:01:14 +0800,2015-03-05 16:01:14 +0800,0,0,上海市,,,嘉定区,92015508,0
803,G92015701,,上海市杨浦区中医医院,眉州路185号,,,二级乙等,,0,2015-03-05 16:01:15 +0800,2015-03-05 16:01:15 +0800,0,0,上海市,,www.ypzyy.com/,杨浦区,92015701,0
804,G92015715,,上海市杨浦区民星地段医院,民星路574号,,,二级甲等,,0,2015-03-05 16:01:15 +0800,2015-03-05 16:01:15 +0800,0,0,上海市,,,杨浦区,92015715,0
805,G92015720,,上海市第一康复医院,杭州路349号,,,二级乙等,,0,2015-03-05 16:01:15 +0800,2015-03-05 16:01:15 +0800,0,0,上海市,,www.yplnyy.com/,杨浦区,92015720,0
806,G92015396,,上海市公安局安康医院,殷高路2号,,,二级未评,,0,2015-03-05 16:01:15 +0800,2015-03-05 16:01:15 +0800,0,0,上海市,,,宝山区,92015396,0
807,G92015698,,复旦大学医学院医疗保健中心,邯郸路220号,,,二级甲等,,0,2015-03-05 16:01:15 +0800,2015-03-05 16:01:15 +0800,0,0,上海市,,,杨浦区,92015698,
808,G92015531,,上海海港医院,中山东二路466号,,,二级甲等,,0,2015-03-05 16:01:16 +0800,2015-03-05 16:01:16 +0800,0,0,上海市,,,黄浦区,92015531,
809,G92044807,,上海海虹医院,水电路526号,,200083,二级甲等,,0,2015-03-05 16:01:16 +0800,2015-03-05 16:01:16 +0800,0,0,上海市,,,虹口区,92044807,1
810,G92015504,,上海市嘉定区中医医院,嘉定镇博乐路222号,,,二级甲等,,0,2015-03-05 16:01:16 +0800,2015-03-05 16:01:16 +0800,0,0,上海市,,www.jdzhongyi.com/,嘉定区,92015504,0
811,G92015752,,上海市黄浦区中心医院九江路中医门诊部,九江路150号,,,二级甲等,,0,2015-03-05 16:01:16 +0800,2015-03-05 16:01:16 +0800,0,0,上海市,,,黄浦区,92015752,0
812,G92015489,,上海交通大学医学院附属上海儿童医学中心,东方路1678号,,200127,三级甲等,,0,2015-03-05 16:01:17 +0800,2015-03-05 16:01:17 +0800,0,0,上海市,,www.scmc.com.cn/,浦东新区,92015489,0
813,G92015756,,上海市黄浦区精神卫生中心,北京西路130号,,,二级未评,,0,2015-03-05 16:01:17 +0800,2015-03-05 16:01:17 +0800,0,0,上海市,,,黄浦区,92015756,0
814,G92015458,,上海市第六人民医院金山分院,朱泾镇健康路147号,,,二级甲等,,0,2015-03-05 16:01:17 +0800,2015-03-05 16:01:17 +0800,0,0,上海市,,http://jszxyy.net/,金山区,92015458,0
815,G92063695,,上海市黄浦区老年护理医院,中华路1945号,,,二级未评,,0,2015-03-05 16:01:17 +0800,2015-03-05 16:01:17 +0800,0,0,上海市,,,黄浦区,92063695,0
816,G92015394,,上海市宝山区妇幼保健所,同泰北路531号,,,二级乙等,,0,2015-03-05 16:01:18 +0800,2015-03-05 16:01:18 +0800,0,0,上海市,,,宝山区,92015394,
817,G92015517,,上海市东方乳腺疾病医院,大渡河路1933号,,,二级乙等,,0,2015-03-05 16:01:18 +0800,2015-03-05 16:01:18 +0800,0,0,上海市,,,普陀区,92015517,0
818,G92050212,,上海建国医院,石化卫清西路755号,,,二级未评,,0,2015-03-05 16:01:18 +0800,2015-03-05 16:01:18 +0800,0,0,上海市,,www.021jgyy.com/,金山区,92050212,
819,G92050174,,复旦大学附属肿瘤医院闵行分院,瑞丽路106号,,,二级乙等,,0,2015-03-05 16:01:18 +0800,2015-03-05 16:01:18 +0800,0,0,上海市,,http://www.mhca.org.cn,闵行区,92050174,0
820,G92015690,,上海市黄浦区香山中医医院,复兴中路528号,,200020,二级甲等,,0,2015-03-05 16:01:18 +0800,2015-03-05 16:01:18 +0800,0,0,上海市,,http://www.xstcmh.com,黄浦区,92015690,0
821,G92015700,,上海市杨浦区中心医院中原分部,开鲁路500号,,,二级甲等,,0,2015-03-05 16:01:19 +0800,2015-03-05 16:01:19 +0800,0,0,上海市,,,杨浦区,92015700,0
822,G92015734,,上海建工医院,中山北一路666号,,,二级甲等,,0,2015-03-05 16:01:19 +0800,2015-03-05 16:01:19 +0800,0,0,上海市,,shjgyy.com/,虹口区,92015734,0
823,G92063830,,上海市康平医院,通州路35号,,,二级未评,,0,2015-03-05 16:01:19 +0800,2015-03-05 16:01:19 +0800,0,0,上海市,,,虹口区,92063830,
824,G92058121,,上海海军91860部队医院,淞宝路196号,,,二级甲等,,0,2015-03-05 16:01:19 +0800,2015-03-05 16:01:19 +0800,0,0,上海市,,,宝山区,92058121,2
825,G92062299,,上海市松江区九亭街道社区卫生服务中心,九亭镇易富路128号,,,一级甲等,,0,2015-03-05 16:01:19 +0800,2015-03-05 16:01:19 +0800,0,0,上海市,,www.jtwsy.com.cn/,松江区,92062299,
826,G92050243,,上海市松江区九亭医院,九亭镇九新公路155号,,201615,二级乙等,,0,2015-03-05 16:01:19 +0800,2015-03-05 16:01:19 +0800,0,0,上海市,,www.sjjtyy.com/,松江区,92050243,0
827,G92062295,,上海市浦东新区公利医院金桥门诊部,荷泽路582号,,,二级甲等,,0,2015-03-05 16:01:19 +0800,2015-03-05 16:01:19 +0800,0,0,上海市,,www.glhospital.com/,浦东新区,92062295,
828,G92015406,,上海市宝山区月浦镇盛桥社区卫生服务中心,盛桥一村26号,,,一级甲等,,0,2015-03-05 16:01:19 +0800,2015-03-05 16:01:19 +0800,0,0,上海市,,,宝山区,92015406,0
829,G92056564,,上海市民政老年医院,漠河路655号,,,一级乙等,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,宝山区,92056564,0
830,G92062351,,上海市闵行区颛桥社区卫生服务中心北桥分中心,北松路95号,,,一级甲等,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,闵行区,92062351,0
831,G92062438,,上海市闵行区颛桥社区卫生服务中心,颛兴路122号,,,一级甲等,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,闵行区,92062438,
832,G92062241,,上海市普陀区长寿街道社区卫生服务中心,长寿路505弄3号,,,一级甲等,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,普陀区,92062241,
833,G92059014,,上海市普陀区真如镇社区卫生服务中心,真如西村115号,,,一级甲等,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,普陀区,92059014,0
834,G92062499,,上海市黄浦区淮海中路街道社区卫生服务中心,淡水路285号,,,一级甲等,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,黄浦区,92062499,
835,G92062292,,上海市黄浦区五里桥街道社区卫生服务中心,瞿溪路987号,,,一级未评,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,黄浦区,92062292,0
836,G92063647,,上海市奉贤区海湾镇社区卫生服务中心燎原分中心,海湾镇燎钦公路1395号,,,一级未评,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,奉贤区,92063647,
837,G92063648,,上海市奉贤区海湾镇社区卫生服务中心五四分中心,海湾镇五四公路1500号,,,一级未评,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,奉贤区,92063648,
838,G92062317,,上海市奉贤区奉城镇社区卫生服务中心,奉城镇洪庙洪运路11号,,,一级未评,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,奉贤区,92062317,0
839,G92015526,,上海市长宁区仙霞街道社区卫生服务中心,芙蓉江路140号,,,一级甲等,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,长宁区,92015526,0
840,G92015519,,上海市长宁区遵义地段医院,中山西路911弄1号,,,一级甲等,,0,2015-03-05 16:01:20 +0800,2015-03-05 16:01:20 +0800,0,0,上海市,,,长宁区,92015519,0
841,G92015520,,上海市长宁区北新泾街道社区卫生服务中心,北渔路111号,,,一级甲等,,0,2015-03-05 16:01:21 +0800,2015-03-05 16:01:21 +0800,0,0,上海市,,,长宁区,92015520,1
842,G91167548,,上海市闵行区新虹社区卫生服务中心,申滨路618号,,,一级未评,,0,2015-03-05 16:01:21 +0800,2015-03-05 16:01:21 +0800,0,0,上海市,,,闵行区,91167548,0
843,G92062374,,上海市闵行区梅陇社区卫生服务中心曹行分中心,曹行支路26号,,,一级未评,,0,2015-03-05 16:01:22 +0800,2015-03-05 16:01:22 +0800,0,0,上海市,,,闵行区,92062374,0
844,G92062324,,上海市闵行区马桥社区卫生服务中心,富砾路188号,,,一级甲等,,0,2015-03-05 16:01:22 +0800,2015-03-05 16:01:22 +0800,0,0,上海市,,,闵行区,92062324,
845,G92063710,,上海市徐汇区湖南街道社区卫生服务中心,乌鲁木齐中路247号3楼,,,一级未评,,0,2015-03-05 16:01:22 +0800,2015-03-05 16:01:22 +0800,0,0,上海市,,,徐汇区,92063710,
846,G92015655,,上海市徐汇区枫林街道社区卫生服务中心,双峰路450号,,,一级未评,,0,2015-03-05 16:01:22 +0800,2015-03-05 16:01:22 +0800,0,0,上海市,,,徐汇区,92015655,
847,G92015660,,上海市徐汇区徐家汇街道社区卫生服务中心,广元西路349号,,,一级未评,,0,2015-03-05 16:01:22 +0800,2015-03-05 16:01:22 +0800,0,0,上海市,,,徐汇区,92015660,0
848,G92015579,,上海市徐汇区华泾镇社区卫生服务中心,建华路180号,,,一级未评,,0,2015-03-05 16:01:22 +0800,2015-03-05 16:01:22 +0800,0,0,上海市,,,徐汇区,92015579,0
849,G92062219,,上海市闸北区大宁路街道社区卫生服务中心,广延路101号,,,一级甲等,,0,2015-03-05 16:01:22 +0800,2015-03-05 16:01:22 +0800,0,0,上海市,,,闸北区,92062219,0
850,G92062286,,上海市闸北区天目西路街道社区卫生服务中心,梅园路111号,,,一级甲等,,0,2015-03-05 16:01:22 +0800,2015-03-05 16:01:22 +0800,0,0,上海市,,http://www.tmxsqws.cn/,闸北区,92062286,
851,G92047000,,上海市闸北区临汾路街道社区卫生服务中心,临汾路385号,,,一级甲等,,0,2015-03-05 16:01:22 +0800,2015-03-05 16:01:22 +0800,0,0,上海市,,,闸北区,92047000,0
852,G92015389,,上海市黄浦区南京东路街道社区卫生服务中心广场分中心,成都北路290号,,,一级乙等,,0,2015-03-05 16:01:23 +0800,2015-03-05 16:01:23 +0800,0,0,上海市,,,黄浦区,92015389,0
853,G92015761,,上海市黄浦区董家渡地段医院,中山南路562号,,,一级乙等,,0,2015-03-05 16:01:23 +0800,2015-03-05 16:01:23 +0800,0,0,上海市,,,黄浦区,92015761,0
854,G92062493,741,上海市黄浦区打浦桥街道社区卫生服务中心,丽园路712号,,,一级未评,,0,2015-03-05 16:01:23 +0800,2015-03-05 16:01:23 +0800,0,0,上海市,,,黄浦区,92062493,0
855,G92015677,,上海市静安区江宁路街道社区卫生服务中心,康定路733弄70号,,,一级甲等,,0,2015-03-05 16:01:23 +0800,2015-03-05 16:01:23 +0800,0,0,上海市,,,静安区,92015677,0
856,G92015762,,上海市黄浦区外滩街道社区卫生服务中心金陵分中心,广西北路230号-1,,,一级乙等,,0,2015-03-05 16:01:23 +0800,2015-03-05 16:01:23 +0800,0,0,上海市,,,黄浦区,92015762,0
857,G92015494,,上海市普陀区中山北路街道医院,光新路88号,,,一级未评,,0,2015-03-05 16:01:23 +0800,2015-03-05 16:01:23 +0800,0,0,上海市,,,普陀区,92015494,0
858,G92063392,,上海市闸北区共和新路街道社区卫生服务中心,洛川东路151号,,,一级未评,,0,2015-03-05 16:01:24 +0800,2015-03-05 16:01:24 +0800,0,0,上海市,,http://www.zbghxyy.com/,闸北区,92063392,0
859,G92015401,,上海市闸北区宝山路街道社区卫生服务中心,天通庵路51号,,,一级甲等,,0,2015-03-05 16:01:24 +0800,2015-03-05 16:01:24 +0800,0,0,上海市,,,闸北区,92015401,0
860,G92062222,,上海市普陀区长寿街道第二社区卫生服务中心,东新路230弄20号,,,一级甲等,,0,2015-03-05 16:01:24 +0800,2015-03-05 16:01:24 +0800,0,0,上海市,,,普陀区,92062222,
861,G92062417,,上海市虹口区曲阳路街道社区卫生服务中心,巴林路78号,,,一级未评,,0,2015-03-05 16:01:24 +0800,2015-03-05 16:01:24 +0800,0,0,上海市,,,虹口区,92062417,0
862,G92015746,,上海市虹口区凉城新村街道社区卫生服务中心,凉城路854号,,,一级乙等,,0,2015-03-05 16:01:24 +0800,2015-03-05 16:01:24 +0800,0,0,上海市,,,虹口区,92015746,0
863,G92062356,,上海市虹口区广中路街道社区卫生服务中心,广灵一路80号,,,一级未评,,0,2015-03-05 16:01:24 +0800,2015-03-05 16:01:24 +0800,0,0,上海市,,,虹口区,92062356,0
864,G92015735,,上海市赤峰医院,东体育会路860号,,,一级甲等,,0,2015-03-05 16:01:24 +0800,2015-03-05 16:01:24 +0800,0,0,上海市,,,虹口区,92015735,0
865,G92015743,,上海市虹口区提篮桥街道社区卫生服务中心,霍山路327号,,310109,一级甲等,,0,2015-03-05 16:01:24 +0800,2015-03-05 16:01:24 +0800,0,0,上海市,,NULL,虹口区,92015743,0
866,G92062282,,上海市虹口区江湾镇街道社区卫生服务中心,新市南路1191号,,,一级未评,,0,2015-03-05 16:01:24 +0800,2015-03-05 16:01:24 +0800,0,0,上海市,,,虹口区,92062282,0
867,G92015744,,上海市虹口区嘉兴路街道社区卫生服务中心瑞虹路分中心,瑞虹路480号,,,一级甲等,,0,2015-03-05 16:01:24 +0800,2015-03-05 16:01:24 +0800,0,0,上海市,,,虹口区,92015744,0
868,G92062464,,上海市奉贤区海湾镇社区卫生服务中心,星火农场农工商大道108号,,,一级未评,,0,2015-03-05 16:01:25 +0800,2015-03-05 16:01:25 +0800,0,0,上海市,,,奉贤区,92062464,0
869,G91167696,,上海市青浦区白鹤社区卫生服务中心,白鹤镇外青松路2961号,,,一级未评,,0,2015-03-05 16:01:25 +0800,2015-03-05 16:01:25 +0800,0,0,上海市,,,青浦区,91167696,0
870,G92062220,,上海市青浦区华新镇社区卫生服务中心,华新镇华志路800号,,,一级甲等,,0,2015-03-05 16:01:25 +0800,2015-03-05 16:01:25 +0800,0,0,上海市,,,青浦区,92062220,
871,G92064023,,上海市青浦区朱家角镇社区卫生服务中心,沈巷曲池路39号,,,一级未评,,0,2015-03-05 16:01:25 +0800,2015-03-05 16:01:25 +0800,0,0,上海市,,,青浦区,92064023,0
872,G92062500,,上海市浦东新区周家渡社区卫生服务中心,昌里东路239号,,,一级甲等,,0,2015-03-05 16:01:25 +0800,2015-03-05 16:01:25 +0800,0,0,上海市,,,浦东新区,92062500,
873,G92015452,,上海市浦东新区杨思地段医院,杨新东路28号,,,一级甲等,,0,2015-03-05 16:01:25 +0800,2015-03-05 16:01:25 +0800,0,0,上海市,,,浦东新区,92015452,0
874,G92062305,,上海市浦东新区周浦社区卫生服务中心,周浦镇沈梅东路163号,,,一级未评,,0,2015-03-05 16:01:25 +0800,2015-03-05 16:01:25 +0800,0,0,上海市,,,浦东新区,92062305,0
875,G92059054,,上海市浦东新区大团社区卫生服务中心,大团镇永定南路169号,,,一级未评,,0,2015-03-05 16:01:25 +0800,2015-03-05 16:01:25 +0800,0,0,上海市,,,浦东新区,92059054,0
876,G92059148,,上海市浦东新区六灶社区卫生服务中心,川沙新镇六灶崇溪路120号,,,一级未评,,0,2015-03-05 16:01:25 +0800,2015-03-05 16:01:25 +0800,0,0,上海市,,,浦东新区,92059148,0
877,G92062315,,上海市浦东新区万祥社区卫生服务中心,万祥镇万和路185号,,,一级未评,,0,2015-03-05 16:01:26 +0800,2015-03-05 16:01:26 +0800,0,0,上海市,,,浦东新区,92062315,0
878,G92062326,,上海市浦东新区机场社区卫生服务中心,川南奉公路3385号,,,一级未评,,0,2015-03-05 16:01:26 +0800,2015-03-05 16:01:26 +0800,0,0,上海市,,,浦东新区,92062326,0
879,G92062340,,上海市浦东新区洋泾社区卫生服务中心,灵山路885号,,,一级未评,,0,2015-03-05 16:01:26 +0800,2015-03-05 16:01:26 +0800,0,0,上海市,,,浦东新区,92062340,
880,G92062380,,上海市浦东新区川沙社区卫生服务中心,川沙新镇绣川路338号,,,一级未评,,0,2015-03-05 16:01:26 +0800,2015-03-05 16:01:26 +0800,0,0,上海市,,,浦东新区,92062380,0
881,G92062240,,上海市浦东新区唐镇社区卫生服务中心,创新中路75号,,,一级未评,,0,2015-03-05 16:01:26 +0800,2015-03-05 16:01:26 +0800,0,0,上海市,,,浦东新区,92062240,0
882,G92062376,,上海市浦东新区曹路社区卫生服务中心,曹路镇龚新路470号,,,一级甲等,,0,2015-03-05 16:01:26 +0800,2015-03-05 16:01:26 +0800,0,0,上海市,,,浦东新区,92062376,
883,G92062431,,上海市浦东新区合庆社区卫生服务中心,合庆镇前哨路215号,,,一级甲等,,0,2015-03-05 16:01:26 +0800,2015-03-05 16:01:26 +0800,0,0,上海市,,,浦东新区,92062431,0
884,G92062388,,上海市浦东新区王港社区卫生服务中心,王港镇虹盛路25号,,,一级未评,,0,2015-03-05 16:01:26 +0800,2015-03-05 16:01:26 +0800,0,0,上海市,,,浦东新区,92062388,0
885,G92062475,,上海市浦东新区黄楼社区卫生服务中心,川周公路6215号,,,一级未评,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,浦东新区,92062475,0
886,G92062445,,上海市浦东新区芦潮港社区卫生服务中心,芦潮港果园路145弄48号,,,一级未评,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,浦东新区,92062445,0
887,G92062472,,上海市浦东新区航头社区卫生服务中心,航头镇沪南公路5395号,,,一级未评,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,浦东新区,92062472,0
888,G92062257,,上海市浦东新区宣桥社区卫生服务中心,沪南公路8719号,,,一级未评,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,浦东新区,92062257,0
889,G92059147,,上海市浦东新区祝桥社区卫生服务中心,川南奉公路5009号,,,一级未评,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,浦东新区,92059147,0
890,G92062221,,上海市浦东新区泥城社区卫生服务中心,南芦公路1843号,,,一级甲等,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,浦东新区,92062221,0
891,G92062470,,上海市浦东新区书院社区卫生服务中心,书院芸香路2号,,,一级甲等,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,浦东新区,92062470,
892,G92062423,,上海市浦东新区老港社区卫生服务中心,老港镇鑫盛路13号,,,一级甲等,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,浦东新区,92062423,
893,G92015438,894,上海市金山区朱泾社区卫生服务中心,朱泾镇罗星南路608号,,,一级甲等,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,金山区,92015438,0
894,G92062507,,上海市金山区朱泾镇新农社区卫生服务中心,朱泾镇罗星南路608号,,,一级未评,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,金山区,92062507,0
895,G92063699,,上海市金山区廊下镇社区卫生服务中心,漕廊公路7887号,,,一级甲等,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,金山区,92063699,0
896,G92063702,,上海市金山区亭林镇社区卫生服务中心,亭林镇松隐大街456号,,,一级甲等,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,http://www.tlhly.com/,金山区,92063702,0
897,G92063701,,上海市金山区山阳镇社区卫生服务中心,山阳镇向阳西路88号,,,一级未评,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,金山区,92063701,0
898,G92063700,,上海市金山区吕巷镇干巷镇社区卫生服务中心,吕巷镇溪北路74号,,,一级甲等,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,金山区,92063700,
899,G91264816,,上海市金山区枫泾镇社区卫生服务中心,枫泾镇枫杰路28号,,,一级未评,,0,2015-03-05 16:01:27 +0800,2015-03-05 16:01:27 +0800,0,0,上海市,,,金山区,91264816,0
900,G92056265,,上海市金山区漕泾镇社区卫生服务中心,漕泾镇中一东路99号,,,一级乙等,,0,2015-03-05 16:01:28 +0800,2015-03-05 16:01:28 +0800,0,0,上海市,,,金山区,92056265,0
901,G92063350,,上海市金山区金山卫镇社区卫生服务中心,金山卫镇西静路367号,,,一级未评,,0,2015-03-05 16:01:28 +0800,2015-03-05 16:01:28 +0800,0,0,上海市,,,金山区,92063350,0
902,G92063697,,上海市金山区金山工业区社区卫生服务中心,亭卫公路6668号,,,一级未评,,0,2015-03-05 16:01:28 +0800,2015-03-05 16:01:28 +0800,0,0,上海市,,,金山区,92063697,0
