id,nom,nom_zh,prenom,prenom_zh,nationalite,sexe,descr_fr,descr_en,descr_zh,descr_ja,descr_de,enum( id_hosp ),",",enum( lang ),Hospitals They work in,,,
680,LIANG,,Irene,,zh,F,,"Dr. Liang graduated from Shanghai Jiao Tong University of Stomatology, with a Master degree, oral medical practitioners in Ministry of Health, the attending physician, intermediate title. She has worked in Shanghai District Dental Dispensary, With the rich clinical experience, specializing in normal and complicated root canal treatment and re-treatment, teeth trauma treatment, residual crowns and roots conservation cure, teeth aesthetic restoration, sequence of periodontal disease treatment and the crown and bridge prosthesis of the lost teeth. Liang takes an active part in all kinds of oral medicine seminars and strives to improve the quality of medical treatment. She is highly skilled, nice and gentle.","口腔医学硕士
\

\
主治医师中级职称
\

\
原上海区级牙病防治所
\

\
主诊项目： 
\
根管治疗、牙周病、口腔修复
\

\
主要履历：
\
毕业于上海交通大学口腔医学院，硕士学位，曾在上海区级牙病防治所工作，中国卫生部口腔执业医师，主治医师中级职称。拥有丰富的临床工作经验，擅长常规及复杂的根管治疗及根管再治疗、牙齿外伤治疗、残根残冠的保存治疗、牙体美学修复、牙周病序列治疗、牙齿缺失的冠、桥修复。积极参加各种口腔医学研讨会，紧跟时代潮流，学习先进技术，努力提升医疗质量。医术精湛、耐心细致、操作规范，崇尚无痛治疗，治疗方案严谨。",,,185,DENT,zh,KOWA HONI Clinic (Puxi),,,
681,CHEN,陈,Bin,斌,us,M,,,"博士，教授，博士生导师
\
资深种植美容修复全科专家
\
美国太平洋大学口腔医学院博士
\
美国加利福尼亚(UCSF)大学口腔学院临床教授
\
美国加利福尼亚(UCSF)大学口腔学院“最佳讲师”荣誉称号
\
上海交通大学口腔学院客座教授
\

\
主诊项目：
\
口腔种植、口腔正畸、口腔修复
\

\
个人履历：
\
陈斌医生来自美国加州。他于1990年在美国太平洋大学口腔医学院获得口腔科博士学位。加入科瓦齿科之前，他是北京和睦家医院口腔种植美容修复科主任医生。
\

\
陈医生在种植美容修复科及口腔全科领域有20多年的临床工作经验。1990年至2005年间，陈医生在北加州先后建立了三家口腔诊所。除了经营牙科诊所，陈医生热衷于口腔学教育事业，具有丰富的教学经验。他曾经多次担任牙科研讨会的演讲嘉宾，并且参与研究生继续教育课程职教工作。他曾在美国加利福尼亚(UCSF)大学口腔学院担任临床教授，并于1999年获得该校“最佳讲师”荣誉称号。
\

\
陈医生现担任上海交通大学口腔学院客座教授。
\

\
陈医生是一位态度亲切，待人真诚的医生。陈医生希望用自己的专业知识帮助每一位病人拥有美丽健康的牙齿和自信的笑容。",,,185,DENT,"en,zh",KOWA HONI Clinic (Puxi),,,
682,YU,,Jim,,us,M,,"International Orthodontics Expert
\
Director of Center for International Orthodontic
\
U.S. Dental Practitioners
\
American Dental Association (ADA) members
\

\
Orthodontics Specialist 
\

\

\
Graduated from Dental School of Shanghai Second Medical University in 1983, and worked for the Orthodontics department of Ninth People’s Hospital in Shanghai from 83-89. In 1989, he went to Harvard Dental School as post Doctoral Fellow in orthodontics Department. At 1997, he got a DMD degree in Boston University Dental School. He has accumulated a wealth of clinical experience, formed its own unique individual the exquisite oral correction technology after more than 10 years of experience at domestic and overseas. That is one of the authoritative experts in the field of international orthodontics.
\
","国际口腔正畸专家
\

\
国际口腔正畸中心主任
\

\
口腔医学博士
\

\
美国执业医师
\

\
隐适美华东地区认证医师讲师
\

\
主诊项目：
\
口腔正畸
\

\
主要履历： 
\
1983年毕业于上海第二医科大学口腔医学院，并留校在附属口腔医院（上海九院）正畸科工作。1989年赴美国哈佛大学从事正畸学博士后研究工作，后获得美国波士顿大学口腔学博士学位。学业有成后，继续在美国波士顿Wellesley执业行医20余年。多年的国内外求学及行医经历，使他积累了丰富的临床经验，形成了自己独特的精湛的个体化口腔矫正技术，是目前国际口腔正畸领域的权威专家之一。",,,185,DENT,"zh,en",KOWA HONI Clinic (Puxi),,,
683,WANG,,Petter,,us,M,,"Professor Peter D.Wang is the current board member in the University of Columbia and the director of oral implantology centre.He got master degree of periodontology, the Faculty of Dentistry, the University of Columbia in 1983. He got four doctoral degrees of periodontology, oral surgery, philosophy and nutrition, and was the postdoctoral fellow of implantology in 1985. Professor Peter D.Wang was one of the three American experts who learned implant techniques from Professor Branemark in Sweden for the first time. Back to the United States, he organized the establishment of Oral Implantology Centre in the University of Columbia, and served as director of the centre. Professor Peter D.Wang was specialized in clinical, teaching and research of oral implant in the past 25 years.","美国哥伦比亚大学牙医学院副院长
\

\
口腔种植中心主任、教授
\

\
哥伦比亚大学董事会理事
\

\
大纽约区华人牙医协会会长
\

\
美国国务院访华医疗团团长
\

\
主诊项目：
\
口腔种植修复
\

\
主要履历：
\
现任美国哥伦比亚大学董事会理事、口腔种植中心主任。1983年获美国哥伦比亚大学牙医学院牙周病学硕士学位，1985年获牙周病、口腔外科、哲学、营养学四个学科博士学位，种植学博士后。王大源教授是美国第一批赴瑞典跟随Branemark教授学习种植技术的三位专家之一，回美后，他组织成立了哥伦比亚大学口腔种植中心，并担任种植中心主任。王大源教授从事口腔种植专业的临床、教学及研究近25年，前后培养了超过500多位知名专家及医生、遍布全美及世界各地。王大源教授不仅在专业上有较深造诣，并且热衷于中美间的技术交流和关系建设，是第一位将国外口腔种植技术引进中国大陆的专家，并与9所医科大学共同建立了口腔种植中心，对中国大陆齿科种植专业的发展起到了极为重要的作用，做出了卓越的贡献。",,,185,DENT,"zh,en",KOWA HONI Clinic (Puxi),,,
684,DEVI,浦,Prabha,拉哈,my,F,,"Dr. Prabha Devi specializes in general pediatrics, inpatient and outpatient care, and is experienced in neonatal care.
\

\
Language:
\
English, Malay, Tamil
\

\
Experience:
\
Bachelor of Medicine and Bachelor of Surgery (MBBS), Mangalore University (India)
\
Postgraduate training in Pediatrics, M Med (Pediatrics), University Malaya (Malaysia)
\
Medical Officer, General Hospital Kuala Lumpur (Malaysia) 1990-91
\
Medical Officer, Armed Forces Medical Center, Malaysian Armed Forces (Malaysia) 1991-95
\
Consultant Pediatrician, Lumut Armed Forces Hospital and Tuanku Mizan Armed Forces Hospital (Malaysia) 2001-2012
\
Resident Consultant Pediatrician, Pantai Hospital Sungai Petani (Malaysia) 2010
\
Resident Consultant Pediatrician, Pantai Hospital Manjung (Malaysia) 2014
\
Specializing in general pediatrics, inpatient and outpatient care, and experienced in neonatal care
\
Over 13 years of pediatric experience
\
Member, Malaysian Pediatric Association
\

\

\
","浦拉哈医师擅长普通儿科，门诊及住院，并在新生儿方面有丰富的经验。
\

\
语言:
\
英语、马来语及泰米尔语
\

\
经验:
\
印度芒格洛尔大学内外科医学学士
\
马来亚大学儿科研究生进修
\
吉隆坡中央医院医师
\
马来西亚军队医疗中心医师
\
马来西亚Lumut 军队医院和Tuanku Mizan 军队医院顾问儿科医师
\
马来西亚班台Sungai Petani医院顾问儿科住院医师
\
马来西亚班台Manjung医院顾问儿科住院医师
\
擅长普通儿科，门诊及住院，并在新生儿方面有丰富的经验
\
超过13年的儿科行医经验
\
马来西亚儿科协会会员
\

\

\
",,,142,PED,en,ParkwayHealth's Specialty & Inpatient Center,,,
685,PECHET,,Fabien,,fr,M,,"Cosmetic restoration &amp; Implant specialist
\

\

\
After graduation from the Dental Surgery University of Toulouse (France), Dr PECHET continued his education at the Aesthetic Master Of Valencia University (Spain). Starting his dental career in PARIS, and then integrating with a luxury dental practice in South Kensington, LONDON (UK), Dr Pechet then joined the famous French team of the European Dental Center in MOSCOW, the leading international clinic where he was pleased to treat many Russian-speaking people.
\
Dr Pechet was a member of the American Academy of Implant Dentistry (2006-2008). He is fluent in French, English, Spanish and everyday Russian.
\
","西班牙巴伦西亚大学美容齿科研究生
\

\
法国图卢兹第三大学牙医外科博士
\

\
主诊项目: 
\
齿科美容、口腔修复、口腔种植
\

\
主要履历： 
\
法国医生，毕业于法国图卢兹第三大学牙医外科博士，西班牙的 Valencia（巴伦西亚）大学美容齿科研究生，并于2006年在美国Dayton（齿科种植体）研究所进行植骨课程培训，专业从事种植牙技术，从业很多年，并在法国图卢兹做过全科医师，英国的伦敦做过美容齿科医师以及在俄罗斯的莫斯科既欧洲牙科中心做过法国执业牙医，熟练掌握法语、英语和西班牙语三国语言，并懂俄语。经验丰富，医术精湛。",,,129,DENT,"ru,es,en,fr",KOWA DENTAL Jinmao Clinic (Pudong),,,
686,YUKAWA,汤,Makoto,川诚,ja,M,,"Cosmetic Restoration Specialist
\

\
Mr. Makoto Yukawa coming from Japan, graduated from Japans Tsurumi University, Faculty of gear tooth disciplines, engaged in oral health care for more than 20 years, worked in the clinical oral health care for many years in Japan and China, specializes in a variety of diagnosis and treatment of oral surgery, guidance and the completion of thousands various types oral medical and surgical cases. Mr. Makoto Yukawa is Japanese dental physician member, the Japanese Society of dental restoration, dental whitening Society of Japan, the Japanese Society of Pediatric Dentistry, OJ implant Society, FAP Dental whitening research member, DryMouth Research Association Member.
\

\

\
","科瓦日本部主任歯科医師
\

\
日本美白歯科学会会员
\

\
主诊项目：
\
口腔美容美白
\

\
主要履历： 
\
毕业于日本鹤见大学齿学部齿学科，从事口腔医疗20余年，先后在日本、中国进行口腔医疗临床多年，擅长各种口腔外科的诊断和治疗，指导和完成各类口腔医疗手术数千例，在日本、中国口腔医学界享有极高声誉。汤川先生是日本齿科医师会会员，日本齿科修复学会会员，日本美白齿科学会会员，日本小儿齿科学会会员，OJ植牙学会会员，FAP美白齿科研究会会员，DryMouth 研究会会员、认定专科医生。","1988年 鶴見大学歯学部卒業
\

\
1998年 日本歯科医師会会員、Y, sデンタルクリニック院長
\

\
　　　 主な所属学会：小児歯科・歯科補綴・審美歯科・OJ（インプラント）学会
\

\
2000年 明石歯科矯正研究会認定医取得
\

\
2005年 日本ドライマウス研究会認定専門医取得
\

\
2007年 日本抗加齢医学会（アンチエイジング）認定専門医取得
\

\
2006年 IMDデンタルクリニック（上海）シニアディレクター
\

\
2008年 ランドンデンタルクリニック（浦西）Deanを経て
\

\
2009年 KOWAデンタルクリニック（浦東）日本部主任医師",,129,DENT,ja,KOWA DENTAL Jinmao Clinic (Pudong),,,
687,COSTA,,Louis,,fr,M,,"Louis Costa(D.D.S PhD)
\

\
Cosmetic restoration specialist
\

\
Louis Costa, a French expert graduated from Marseille University, got dental surgery certificate in 1999. Dr. Costa stayed there as a clinical instructor after finishing a partnership research program in Rome, Italy. He worked in Moscow for 5 years, specialized in aesthetic and full-mouth rehabilitation. During his 10 years of dental clinical experience, he always looked for excellence in his speciality. He is proud to be a cofounder of a charity association named A.D.H.E.P. curing Vietnamese orphans. He has obtained 3 certificates in various specializations, including esthetic dentistry, and a master degree in medical and biological sciences. He is fluent in French, English, Italian and conversant in Russian.
\

\
","牙医外科博士
\

\
生物医学科学硕士
\

\
主诊项目: 
\
口腔修复、口腔种植 
\

\
主要履历：
\
法国医生，毕业于马赛大学，于1999年获得齿科治疗证书。马赛大学牙医外科博士、生物和医学科学硕士。曾在意大利的罗马大学进行项目研究，并作为私人执业牙医在法国的巴黎、马赛和蒙特利尔Regis牙科诊所；摩纳哥的蒙顿Serrano牙科诊所以及俄罗斯的莫斯科即欧洲牙科中心从业十余年，擅长牙医外科的治疗，熟练掌握法语、英语和意大利语三国语言，并懂俄语，技术娴熟，对于牙科外科有自己独到的治疗经验和治疗方式。",,,129,DENT,"it,ru,en",KOWA DENTAL Jinmao Clinic (Pudong),,,
688,ZHANG,张,Johnson,永刚,zh,M,,"Cosmetic restoration Specialist Member of ADA &amp; ITI
\

\
Graduated from the Dental School of Tongji University, nearly 20 years dental experience. Member of American Dental Association, Master degree in Dental Medical, Certified by the high standards of American Dental Association. Since he’s is back from Hong Kong and came to Shanghai in 2004, he has been nominated the president in some well-known foreign-invested dental clinics. His specialty is cosmetic restoration and dental implant.he has been trained and carried out some professional academic exchanges in Germany Switzerland Korea and Hong Kong etc. he wishes everyone having a bright confident smile.
\
","口腔主治医师
\

\
口腔医学硕士
\

\
美国牙科协会 (ADA) 会员
\

\
国际种植牙协会 (ITI) 会员
\

\
主诊项目：
\
牙齿美容修复、口腔种植
\

\
个人荣誉： 
\
全国全瓷修复大赛网络最佳人气奖、优胜奖
\

\
主要履历：
\
浦东金茂门诊主任医师，毕业于同济大学口腔医学院，从事临床工作20余年。曾任多家高端诊所负责人，多次赴德国、瑞士、韩国、香港等地进行学术交流，并在德国费亚丹种植牙培训中心、瑞士ITI种植牙系统培训中心接受专门培训。在口腔美容修复、口腔种植、口腔疑难杂症等口腔诊疗方面有很高的学术理论水平和丰富的临床经验。
\
",,,129,DENT,"zh,en",KOWA DENTAL Jinmao Clinic (Pudong),,,
689,WONG,黄,Ping Cheung,秉璋,us,M,,"M.D., Medical Consultant in High Risk Pregnancy
\

\
Dr. Ping Cheung Wong received his medical degree from McGill University in Montreal, Canada. He completed his residency training in Obstetrics and Gynecology at the University of Manitoba, Winnipeg, Canada. He then completed a fellowship in Maternal-Fetal Medicine (High Risk Obstetrics) at University of British Columbia in Vancouver, Canada. After completion of his fellowship at 1991, he became an attending physician in Maternal-Fetal Medicine at Beth Israel Deaconesses Medical Center in Boston, a major teaching hospital of Harvard Medical School. He held academic appointment at the School of Medicine at Harvard Medical School and had received teaching awards twice from the residents.
\

\
His practice is the care of high risk pregnancies because of preexisting medical conditions of the patients or complications of the past or the ongoing pregnancies. He also consults and care for pregnancies when fetal anomalies were noted on antenatal ultrasound examination. Dr. Wong is board certified in Obstetrics and Gynecology and Maternal-Fetal Medicine in the United States and Canada. He is the author of 23 medical articles, 6 book chapters and had given presentations at US and international medical conferences.
\

\
He speaks fluent English and Cantonese.","黄秉璋医生于1991年在加拿大的英国哥伦比亚大学完成母胎医学（高危产科）项目后，进入波士顿BIDMC（哈佛医学院的主要教学医院）担任母胎医学的主治医生，并被聘任为哈佛大学医学院的教员。他从事妇产科临床工作二十余年，擅长因妊娠前和妊娠期间疾病所引发的并发症导致的高危妊娠，以及各类胎儿畸形的产前超声诊断。
\

\
黄医生得到美国与加拿大妇产科与母胎医学委员会的认证。他曾撰写过23篇医学文献和6本医学教科书的相关章节，并多次在美国和国际医学讲座上演讲。
\

\
黄医生可以使用英语和广东话为您服务。",,,108,GYN,"en,hk",American-Sino OB/GYN/Pediatrics Services,,,
690,QIU,邱,Fenny,芳华,zh,F,,"Dr. Fenny Qiu graduated in 1987 and has accumulated more than 20 years working experience in OB/GYN field. In addition, she had taken part in medical team to Morocco for working 2 years. Dr. Qiu’s special interests are in microsurgery, pelvic floor surgery, endoscopic as well as various types of OB/GYN surgeries.
\

\
Dr. Qiu joined ASOG in 2006 to serve you. She can speak Mandarin and Shanghainese.","副主任医生
\

\
邱芳华医生1987年临床医疗系毕业。从事妇产科临床26年。1995年参加涉外医疗队赴摩洛哥工作两年。邱医生业务娴熟，技术精湛，擅长各种妇产科手术、微创手术及盆底修复术，在高危妊娠、异常妊娠引起的并发症、宫颈疾病、围绝经期诊疗方面富有经验。
\

\
邱医生在妇科常见病、多发病，产科孕前咨询、孕期合并症、产程处理、产期健康等方面为您服务。
\

\
邱医生自2006年加盟美华妇产为您服务。她能用普通话和上海话与您交流。",,,108,GYN,zh,American-Sino OB/GYN/Pediatrics Services,,,
691,JIA,贾,Kelly,慧思,zh,F,,"Dr. Jia graduated from Zhe Jiang Medical University in 1989. She has many years working experience in OB/GYN field, especially she has excellent skills of OB/GYN surgeries.
\
She has got an observership in OB/GYN department at Harvard medical school in Boston, U.S.A. for half a year. At the end of 2007,she joined ASOG after she came back from America.
\
Dr. Jia is specialized in obstetric care, reproductive endocrinology and infertility.
\

\
She is also very experienced in prenatal education. She has been organizing prenatal and birthing classed over the last 6 years. She encourage deliver naturally, encourage more support during labor and birth. She can speak Mandarin and English.","主治医生
\

\
贾慧思医生1989年毕业于浙江医科大学临床医学系，拥有丰富的妇产科临床经验。
\

\
在多年的临床工作中积累了丰富的经验和心得，她是享受自然分娩的倡导者，并且在帮助孕妇自然减轻产痛，顺利渡过孕产期，享受自然分娩等方面为孕妇提供了非常有帮助的经验。贾医生以专业、亲切、耐心的服务宗旨服务客人，在客户中享有盛誉。
\

\
2007年，贾医生赴波士顿哈佛医学院附属医院接受为期半年的妇产科临床培训，并于培训结束回国后加盟上海美华妇儿服务为客人提供优质的专业服务。她能用普通话和流利的英文与您交流。",,,108,GYN,"zh,en",American-Sino OB/GYN/Pediatrics Services,,,
692,LI,励,Lisa,萍,zh,F,,"Dr. Li obtained here medical degree from Shanghai Second Medical University in 1992. She has been working at Shanghai Changning District Hospital Center and has more than 19 years experience as an Obstetrician &amp; Gynecologist. She specializes in diagnosis and treatment and Gynecological operations.
\

\
Dr. Li joined American-Sino in 2012. She can speak Mandarin, Shanghainese and English.","副主任医师
\

\
励萍医生1992年毕业于上海第二医科大学，获临床医学学士学位。自1992年至2011年在上海市长宁区中心医院从事妇产科临床工作19余年，历任住院医生、主治医生和副主任医生。励萍医生经20余年临床一线工作积累，在产科妊娠、分娩期各种并发症、合并症的处理，难产的诊断与处理等方面具有丰富的经验，并能熟练诊治妇产科各项疾病，手术技术全面，在处理子宫下段剖宫产瘢痕妊娠、畸形子宫流产、异常妊娠并发症等方面有大量成功救治案例。
\

\
励萍医生在妇科内分泌、围产医学、宫颈疾病方面拥有专长。曾有多篇论著发表于专业期刊，如：《子宫动脉栓塞治疗子宫肿瘤71例临床分析》发表在同济大学学报医学版；《防治宫颈糜烂的宫颈帽临床及临床前阴道刺激性和过敏性研究》发表在毒理学杂志；《巨大儿分娩的相关因素及妊娠结局》发表在优生优育杂志。从医19年曾11年评为先进工作者，年度考核优秀。
\

\
励医生加盟美华妇产科歇诚为您服务，她能熟练地应用普通话、沪语与您交谈，并具有基础的英语沟通能力。",,,108,GYN,"zh,en",American-Sino OB/GYN/Pediatrics Services,,,
693,ZHAO,赵,Anne,起能,zh,F,,"Dr. Zhao obtained her medical degree from Suzhou Medical College, and once studied in the O &amp; G Hospital of Fudan University and Shanghai First Maternity and Infant Hospital. She has been working in Suzhou Municipal Hospital for twenty years and served as a doctor- in-chief. She is a recognized expert in obstetrics &amp; gynecology with good expertise and surgery skills. Her clinical and research interests cover both maternal-fetal medicine and general gynecology, and well experienced in the diagnosis &amp; treatment of cervix related diseases.
\

\
Dr. Zhao joined ASOG to serve you, she can speak Mandarin, Shanghainese.","副主任医师
\

\
赵起能医生1992年毕业于苏州医学院临床医学系，毕业后在苏州市立医院从事妇产科临床医疗工作，曾进修于复旦大学附属妇产科医院及上海市第一妇婴保健院。在长达20年的妇产科工作中，积累了丰富的临床经验，手术技术娴熟，多次成功抢救产科和妇科危重病人，熟练进行剖宫产术、产钳术、腹式全子宫切除术、次全子宫切除术、经阴道全子宫切除术+阴道前后壁修补术以及腹腔镜附件手术等，开设妇科宫颈疾病门诊，开展LEEP术和阴道镜下宫颈活检术。
\

\
赵医生加盟美华妇产科竭诚为您服务，她能用普通话和上海话与您交流。",,,108,GYN,zh,American-Sino OB/GYN/Pediatrics Services,,,
694,SHI,石,Anna,晋,zh,F,,"Dr. Anna Shi obtained her medical degree from WanNan Medical University in 1994. She has worked as Ob/Gyn physician for 20 years. She is specialized in antenatal care, predelivery, labor and pregnancy complication. In addition, Dr. Shi also skilled in diagnosis and treatment of various diseases in gynecology, such as benign tumor and inflammation of vulva, vagina and cervix. Moreover, she is specialized in treatment of gynecology acute abdominal disease and internal secretion as well.
\
She speaks Mandarin, Shanghainese and English.","主治医师
\

\
石晋医生从事妇产科临床工作20年，擅长孕期保健、待产、分娩及妊娠并发症的处理。同时对妇科门诊的各种多发病及常见病能做出正常的诊断和治疗，如外阴、阴道和宫颈的炎症，妇科良性肿瘤的诊断治疗，妇科急腹症和内分泌的治疗等。
\

\
石医生加盟美华妇儿为您服务，她能用普通话、上海话和英语与您交流。",,,108,GYN,"zh,en",American-Sino OB/GYN/Pediatrics Services,,,
695,CHEN,陈,Grace,怡,zh,F,,"Dr. Chen obtained her medical degree from Wenzhou Medical College in 1996, and has served as OB/GYN physician for over 16 years. In 2006-2007, she engaged in advanced studies in Peking Union Medical College Hospital. In 2012-2014, she studied advanced clinic and basic science research as a visiting scholar in OB/GYN in Yale University and University of Colorado Denver. And in October 2013, she published paper《The recovery of pelvic organ support during the first year postpartum》in 《British Journal of Obstetric and Gynecology》.
\

\
Dr. Chen may offer the help in antenatal care, postpartum rehabilitation, operative and non-operative treatments of female pelvic diseases, minimally invasive therapy in gynecologic conditions, and the diagnosis and treatment in the reproductive endocrine disorders and infertility.
\

\
Dr. Chen joined ASOG to serve you. She can speak Mandarin and English.","副主任医师
\

\
陈医师1996年毕业于温州医学院，从事妇产科临床工作16年，2006-2007年于北京协和医院进修，2012-2014年先后于美国耶鲁大学医学院及美国科罗拉多大学丹佛校区医学院泌尿盆底学组做访问学者，从事妇科泌尿盆底学临床和科学研究，并于2013年10月在《英国妇产科杂志》发表文章《盆底支持结构在产后1年中的自然变化》。
\

\
陈医生能在孕期保健、产后复健、妇科泌尿盆底疾病的手术及非手术治疗、妇科疾病的微创治疗、妇科内分泌疾病、不孕症诊治等方面为你提供帮助。
\

\
陈怡医生加盟美华儿科竭诚为您服务。她能用普通话、英语您交流。",,,108,GYN,"zh,en",American-Sino OB/GYN/Pediatrics Services,,,
696,WANG,王,Amanda,春蕾,zh,F,,"Dr. Amanda Wang graduated from Shanghai Second Medical University in 1999. She has engaged in OB/GYN clinic work for 15 years. In 2010 ~ 2012, Dr. Wang went to Morocco for medical aid. She has accumulates rich clinical experience. She is specialized in antenatal care, pregnancy complication, and abnormal labor treatment. In addition she has excellent skills of gynecological operation, for example laparoscopy, hysteroscopy, cervical LEEP.
\

\
She speaks Mandarin, Shanghainese, English, and French.","副主任医生
\

\
王春蕾医生1999年毕业于上海市第二医科大学，从事妇产科临床工作15年，2010至2012年赴摩洛哥参加了涉外医疗工作。现任妇产科副主任医师，对于妇产科常见病、多发病有丰富的临床经验，尤其擅长产科孕期保健、孕期合并症处理、异常产程处理、产科危急重症抢救、妇科微创手术（宫腹腔镜治疗、宫颈LEEP刀手术）及妇科内分泌治疗。
\

\
王医生加盟美华妇儿竭诚为您服务。她能用普通话、上海话、基本英语及法语跟您交流。",,,108,GYN,"en,zh,fr",American-Sino OB/GYN/Pediatrics Services,,,
697,SONG,宋,Lisa,义清,zh,F,,"Dr. Song obtained her medical degree from Shanghai Second Medical University in1992. She worked in the Shanghai Fudan University Pediatric Hospital as an physician for fifteen years from 1992 to 2007. Dr. Song is a recognized expert in treatment and diagnosis of pediatric diseases.
\

\
Dr. Song joined ASOG to serve you. She can speak Mandarin, Shanghainese and English.","儿科主管
\

\
宋义清医生1992年毕业于上海市第二医科大学儿科系儿科专业，1992－2007在上海市复旦大学儿科医院担任儿科主治医生。她在儿童及新生儿疾病的诊治与保健方面以及神经系统疾病诊治方面具有丰富的工作经验。
\

\
宋医生从事婴儿及儿童的神经系统疾病研究并因此而获奖。她在诸多临床儿科杂志上面发表了许多学术论文，诸如《视频脑电图诊断儿童非癫痫发作的临床意义》、《托呲酯转换治疗儿童癫痫的临床研究》、《脊椎灰质炎疫苗相关病例临床分析》、《儿童外伤性腔隙性脑梗塞31例临床与治疗分析》、《发热 头疼 瘫痪 视物模糊》。曾参编《儿科急诊手册》等书籍的撰写。宋医生还曾在复旦大学医学院为本科生讲授儿科学，并曾获优秀教师称号。
\

\
宋医生加盟美华儿科竭诚为您服务。她能熟练应用中英文，并能用普通话以及上海话与您交谈。",,,108,PED,"en,zh",American-Sino OB/GYN/Pediatrics Services,,,
698,THOMAS,许,Richard,润林,us,M,,"Dr. Richard Thomas received his medical degree from the State University of New York at Buffalo. His pediatric residency was at Children’s Memorial in Chicago, part of the Northwestern University program. He worked in the Chicago area and taught at Northwestern, Rush Medical College, and Cook County Hospital. For several years in the 1980s he and his wife, May Khadem, MD, volunteered in service on the island nation of Grenada in the Caribbean. They founded a charity, Health for Humanity, which conducts international physician training around the world, including in Albania, Cameroon, Guyana, Mongolia and China.
\

\
Dr. Thomas enjoys care of all newborns and children. He has extensive experience in treating asthma, rhinitis and obesity. He can speak English and Spanish.
\

\
","主治医生
\

\
许润林博士获得纽约水牛城州立大学医学博士学位，曾在西北大学附属芝加哥儿童纪念医院担任儿科医生，在西北部Rush医学院及Cook County 医院工作及教学。在上世纪80年代的几年里，许润林博士和他的太太May Khadem博士作为志愿者服务于加勒比海的格林纳达。同时他们还创建了为健康服务的慈善机构，为阿尔巴尼亚、喀麦隆、圭亚那、蒙古和中国培训国际化的医生。
\

\
许润林博士擅长儿童及新生儿保健服务，在治疗小儿哮喘、鼻炎、糖尿病方面具有丰富的经验。他能用英语及西班牙语交流。",,,108,PED,"es,en",American-Sino OB/GYN/Pediatrics Services,,,
699,XIE,谢,Yuan,媛,zh,F,,"Dr. Yuan Xie graduated from Wenzhou Medical University of Pediatrics Science in 1990.She worked in a tertiary hospital for more than ten years. She received Deputy Director Pediatric medical qualification in 2001 and Psychological Counselor license in 2006.
\

\
Dr. Yuan Xie has extensive clinical experience in diagnosis and treatment of common pediatric diseases, especially specializing in neonatal resuscitation and healthcare. She has a strong interest in infant and child early education. She also hopes to apply psychological knowledge and methods to the diagnosis and treatment of pediatric diseases, so patients can recover as soon as possible.
\

\
Dr. Xie joined ASOG to serve you. She can speak Mandarin and Shanghainese.","主治医生
\

\
谢媛医生1990年毕业于温州医学院儿科专业，获得学士学位，毕业后在三级医院工作十多年，2001年获得儿科副主任医师资格，2006年在华东师范大学自修心理学并获得国家二级心理咨询师资格。
\

\
谢媛医师有丰富的临床经验和扎实的理论基础，熟练掌握儿科常见病的诊断和治疗，尤其在新生儿复苏、新生儿常见病的诊治、新生儿保健方面有自己独特的见解。对婴幼儿早教有浓厚的兴趣，希望能把心理学的知识和方法融入到儿科疾病的诊治中，使患儿尽早康复。
\

\
谢医生加盟美华儿科竭诚为您服务。她能用普通话和上海话与您交谈。",,,108,PED,zh,American-Sino OB/GYN/Pediatrics Services,,,
700,HSIEH,谢,Donna,蕙如,tw,F,,"Dr. Hsieh graduated from University Medical College. She had been working in Pediatric Department of Taiwan Lishin hospital and Shanghai Chenxin hospital for many years prior to join in ASOG. Dr. Hsieh is specialized in Neonatology as well as illnesses of infants &amp; childhood.
\

\
Dr. Xie joined ASOG to serve you. She can speak Mandarin, Taiwanese, and Cantonese.
\

\
","主治医生
\

\
谢蕙如医生毕业于暨南大学临床医学系儿科硕士新生儿专业；曾任台湾坜新医院及辰新医院儿科医生；谢医生擅长一般儿科、新生儿科诊断与治疗及幼儿保健。
\

\
谢医生加盟美华儿科竭诚为您服务。她能用普通话、台语、粤语与您交流。",,,108,PED,zh,American-Sino OB/GYN/Pediatrics Services,,,
701,HSIEH,谢,Pearl,蕙珠,tw,F,,"Dr. Pearl Hsieh was graduated from university medical college. She has been in Taiwan for the hospital pediatrician in New York, USA. Dr. Hsieh is specialized in neonatology as well as illness of infants and childhood.
\

\
Dr. Xie joined ASOG to serve you. She can speak Mandarin, Taiwanese, Cantonese and English.","儿科医生
\

\
谢蕙珠医生毕业于广州暨南大学临床医学系儿科硕士新生儿专业。曾在台湾为恭医院儿科医师专业临床培训，随后曾到美国纽约门诊医生受训。谢蕙珠医生擅长一般儿科，新生儿诊断与治疗及幼儿保健。
\

\
谢医生加盟美华儿科竭诚为您服务。她能用普通话、台语、粤语、英语和您交流。",,,108,PED,"zh,en,hk",American-Sino OB/GYN/Pediatrics Services,,,
