code,baiji_shop_id,tcv_id,official_name,common_name,drug_format,size,approval_number,department_name,drug_type,member_price,sale_price,company,rx_otc,composition,indications,usage,warning,adverse_reactions,storage_type,link,picture
127708,9195,,辛可,辛伐他汀分散片,片剂,10mg*14片,国药准字H20010749,心脑血管,心脑血管系统-抗高血脂药,36,37.2,广州南新制药有限公司,RX处方登记,0,0,,,,常温,http://www.baiji.com.cn/goods-9195.html,http://imgcdn.baiji.com.cn/images/201303/thumb_img/9195_thumb_G_1363310613786.jpg
131354,8312,,辛复宁,重组人干扰素α2b阴道泡腾胶囊,胶囊剂,80万IU*2粒,国药准字S20050075,妇儿科,妇儿科用药－阴道疾病用药,,46.7,上海华新生物高技术有限公司,凭原处方销售,以重组人干扰素α2b为原料药经冷冻干燥、与药用辅料充分混合均匀后，分装于胶囊而制成的阴道泡腾胶囊制剂。 ,用于治疗病毒感染引起的宫颈糜烂。 ,,,,2-8C,http://www.baiji.com.cn/goods-8312.html,http://imgcdn.baiji.com.cn/images/201206/thumb_img/8312_thumb_G_1340960930164.jpg
137725,11068,,辛复宁,重组人干扰素α2b阴道泡腾胶囊,胶囊剂,80万IU*4粒,国药准字S20050075,妇儿科,妇儿科用药－阴道疾病用药,71.8,71.8,上海华新生物高技术有限公司,RX处方登记,以重组人干扰素α2b为原料药经冷冻干燥、与药用辅料充分混合均匀后，分装于胶囊而制成的阴道泡腾胶囊制剂,用于治疗病毒感染引起的宫颈糜烂,,,,2-8C,http://www.baiji.com.cn/goods-11068.html,
122437,7976,,辛贝,吲哚布芬片,片剂,200mg*6片,国药准字H20051083,心脑血管,心脑血管系统-抗凝剂、抗血栓形成和纤维溶解剂,48,48,华东医药(西安)博华制药有限公司,RX处方登记,吲哚布芬,用于动脉硬化所致的缺血性心、脑血管和周围血管疾病，静脉血栓形成、血脂代谢障碍等；也可用于体外循环手术时防止血栓形成。,口服，每日2次，每次100-200mg，饭后口服。65岁以上老年患者及肾功能不全患者每天以100-200mg为宜。,有胃肠道活动性病变者慎用，使用非甾体抗炎药的患者慎用。,常见消化不良、腹痛、便秘、、皮肤过敏反应、齿龈出血等。如出现荨麻疹样皮肤过敏立即停药。,"密闭,避光保存",http://www.baiji.com.cn/goods-7976.html,
122438,8949,,辛贝,吲哚布芬片,片剂,200mg*12片,国药准字H20051083,心脑血管,心脑血管系统-抗凝剂、抗血栓形成和纤维溶解剂,98,98,华东医药(西安)博华制药有限公司,RX处方登记,吲哚布芬,用于动脉硬化所致的缺血性心、脑血管和周围血管疾病，静脉血栓形成、血脂代谢障碍等；也可用于体外循环手术时防止血栓形成。,口服，每日2次，每次100-200mg，饭后口服。65岁以上老年患者及肾功能不全患者每天以100-200mg为宜。,有胃肠道活动性病变者慎用，使用非甾体抗炎药的患者慎用。,常见消化不良、腹痛、便秘、皮肤过敏反应、齿龈出血等。如出现荨麻疹样皮肤过敏立即停药。,"密闭,避光保存",http://www.baiji.com.cn/goods-8949.html,
130098,8061,,达克普隆,兰索拉唑肠溶胶囊,胶囊剂,30mg*14粒,国药准字H10980035,消化科,消化系统-制酸剂和治疗消化性溃疡的药物,163,163,天津武田药品有限公司,RX处方登记,兰索拉唑,胃溃疡、十二指肠溃疡、反流性食管炎、卓-艾综合征（Zollinger-Ellison症候群）、吻合口部溃疡。,十二指肠溃疡，通常成人每日一次，口服兰索拉唑15mg～30mg，连续服用4～6周；胃溃疡、反流性食管炎、卓-艾综合征（Zollinger-Ellison症候群）、吻合口部溃疡，通常成人每日一次，口服兰索拉唑30mg，连续服用6～8周。但用做维持治疗、高龄者、有肝功能障碍、肾功能低下的患者，每日一次，口服兰索拉唑15mg。,1．在治疗过程中，应充分观察，按其症状使用治疗上所需最小剂量。  2．下列患者慎重用药1）曾发生药物过敏症的患者2）肝功能障碍的患者3．其它对大白鼠经口给药52周的实验，50mg/kg/日组（约为临床用量的100倍），发现1例有良性精巢间细胞瘤。于大白鼠经口给药24个月的实验，15mg及50mg/kg/日组中，精巢间细胞瘤发生率会增加，在50mg/kg/日组中发现1例雌大白鼠有胃部类癌（carcinoid）出现。因本药会掩盖胃癌的症状，所以须先排除胃癌，方可给药。,1）过敏症：偶有皮疹、瘙痒等症状，如出现上述症状时请停止用药。  2）肝脏：偶有GOT、GPT、ALP、LDH、γ-GTP上升等现象，所以须细心观察，如有异常现象应采取停药等适当的处置。  3）血液：偶有贫血、白细胞减少，嗜酸球增多等症状，血小板减少之症状极少发生。  4）消化器：偶有便秘，腹泻，口渴，腹胀等症状。  5）精神神经系统：偶有头痛、嗜睡等症状。失眠，头晕等症状极少发生。  6）其它：偶有发热，总胆固醇上升，尿酸上升等症状。,密封，置阴凉处,http://www.baiji.com.cn/goods-8061.html,
170281,6184,,达力士,卡泊三醇搽剂,搽剂,30ml:1.50mg,注册证号H20100717,皮肤科,皮肤科-银屑病用药,135,135,Leo Pharmaceutical Products,RX处方登记,卡泊三醇,常性银屑病(牛皮癣)。,外用，每天2次涂于患处。,1.妊娠妇女慎用。  2.不宜直接用于面部。用于脸部可能发生面部皮炎  ,偶见暂时性局部刺激。,15-25C,http://www.baiji.com.cn/goods-6184.html,http://imgcdn.baiji.com.cn/images/201308/thumb_img/6184_thumb_G_1377746928578.jpg
171039,6200,,达力士,卡泊三醇软膏,软膏剂,15g:0.75mg,注册证号H20100803,皮肤科,皮肤科-银屑病用药,76,76.7,LEO Laboratories Ltd.,RX处方登记,卡泊三醇,寻常性银屑病（牛皮癣）。,外用，每天2次涂于患处。,1.妊娠妇女慎用。  2.不宜直接用于面部。用于脸部可能发生面部皮炎  ,偶见暂时性局部刺激。,15-25C,http://www.baiji.com.cn/goods-6200.html,http://imgcdn.baiji.com.cn/images/201308/thumb_img/6200_thumb_G_1377747162153.jpg
137750,12131,,达士明,羟苯磺酸钙胶囊,胶囊剂,0.5g*10s*2板,国药准字H20010795,眼科,眼科-调节视神经药,48,50,北京京丰制药有限公司,RX处方登记,羟苯磺酸钙,0,,,,常温,http://www.baiji.com.cn/goods-12131.html,http://imgcdn.baiji.com.cn/images/201410/thumb_img/12131_thumb_G_1413439671868.jpg
127853,10918,,达灵复,恩他卡朋双多巴片(Ⅱ),片剂,100mg:25mg:200mg*30片,注册证号H20120323,神经和肌肉系统,神经和肌肉系统-抗震颤麻痹药,275.5,277,芬兰Orion Corporation,RX处方登记,本品为复方制剂，其组份为恩他卡朋，左旋多巴和卡比多巴,"本品用于治疗经左旋多巴/多巴脱羧酶（DDC）抑制剂疗法术能控制出现或者""剂末""运动能波动的成人帕金森病患者",,,,常温,http://www.baiji.com.cn/goods-10918.html,http://imgcdn.baiji.com.cn/images/201307/thumb_img/10918_thumb_G_1373334171789.jpg
120266,9043,,达爽,盐酸咪达普利片,片剂,10mg*10片,国药准字H20030733,心脑血管,心脑血管系统-血管紧张素转换酶抑制剂,34,34,天津田边制药有限公司,RX处方登记,盐酸咪达普利,治疗原发性高血压。肾实质性病变所致继发性高血压。,口服，成人一次5～10mg，一日一次；重症高血压，或肾实质性病变继发性高血压患者每日起始剂量为2.5mg。,1．严重肾功能障碍患者、两侧肾动脉狭窄患者、脑血管障碍患者及高龄患者慎用本品。  2．重症高血压患者、进行血液透析的患者、服用利尿药的患者(尤其是服药初期)、进行低盐疗法的较严重患者须从小剂量开始用药。  3．偶尔可因降压作用引起眩晕、蹒跚等，因此，高空作业等危险作业时应注意。  4．手术前24小时内最好不用本药。,本品不良反应大多轻微，主要有咳嗽(4.5%)、咽部不适(0.5%)、头晕(0.2%)、体位性低血压（0.2%）、皮疹(0.1%)等。偶有伴呼吸困难的面、舌、咽喉部血管神经性水肿、严重血小板减少、肾功能不全恶化、或肝氨基转移酶升高。有报道血管紧张素转换酶抑制剂可引起各种血细胞减少。,密封，置阴凉处,http://www.baiji.com.cn/goods-9043.html,
120267,6983,,达爽,盐酸咪达普利片,片剂,5mg*10片,国药准字H19990153,心脑血管,心脑血管系统-血管紧张素转换酶抑制剂,20.1,20.1,天津田边制药有限公司,RX处方登记,0,0,口服。成人每次5-10 mg，每日一次。重症高血压，或肾实质性病变所致继发性高血压，每日起始剂量为2.5 mg。,重症肾功能障碍者、两侧肾动脉狭窄患者、脑血管障碍患者及高龄患者慎用本品。重症高血压患者、进行血液透析的患者、服用利尿药的患者(尤其是服药初期)、进行低盐疗法的较严重患者须从小剂量开始用药。偶尔可因降压作用引起眩晕、蹒跚等，因此，高空作业等危险作业时应注意。手术前24小时内最好不用本药。,本品的不良反应主要有头晕，以及低血压、头痛、咽部不适、皮疹、咳嗽等。偶有伴呼吸困难的面、舌、咽喉部血管神经性水肿、严重血小板减少、肾功能不全恶化、或GOT及GPT升高。有报道血管紧张素转换酶抑制剂可引起各种血细胞减少。  ,密封,http://www.baiji.com.cn/goods-6983.html,
120265,5801,,达纳康,银杏叶片,片剂,40mg*15片,注册证号H20130307,神经和肌肉系统,神经和肌肉系统-脑血管病用药,32,34.5,Beaufour Ipsen Industrie,RX处方登记,0,0,口服，1次l片(40 mg)，1日3次，餐时服用。,本品不是抗高血压药，不能代替或补充专门的药物用于动脉性高血压的治疗。 ,罕见有消化道反应、皮肤反应、头痛。 ,常温,http://www.baiji.com.cn/goods-5801.html,http://imgcdn.baiji.com.cn/images/201312/thumb_img/5801_thumb_G_1386295062583.JPG
140248,7334,,达纳康,银杏叶口服溶液,口服溶液剂,40mg/ml*30ml,注册证号H20100784,神经和肌肉系统,神经和肌肉系统-脑血管病用药,68.3,68.3,Beaufour Ipsen Industrie,RX处方登记,本药含24%黄酮糖苷，6%萜类，其中银杏苦内酯占3.1%，白果内酯占2.9%。,脑部血液循环不足及其相关症状（如眩晕 、头痛 、记忆力减退 、智力减退）。阿尔茨海默氏病。脑血管意外及颅内创伤后遗症的治疗。,每次40 mg，每日3次。,,罕见，胃肠不适、皮疹、头痛。  ,密封，置阴凉处,http://www.baiji.com.cn/goods-7334.html,
120261,6982,,达美康,格列齐特缓释片,片剂,30mg*60片,国药准字H20044694,糖尿病,糖尿病-胰岛素增敏剂,99.8,111,施维雅(天津)制药有限公司,RX处方登记,格列齐特,当单用饮食疗法不足以控制血糖的非胰岛依赖型糖尿病（2型）患者，同时应饮食控制。,口服 仅用于成年人。与所有的降血糖药一样，剂量应依每个病人的情况进行调节。在短暂性血糖控制紊乱的病例中，对于血糖水平可以通过饮食控制达到正常水平的病人，服用本药很短的时间即足够达到治疗目的。  病人年龄低于65岁 ：初始剂量 ：推荐的初始剂量是每天1片。  增加剂量 ：一般根据患者血糖代谢情况，每次1片来增加剂量。每次增加剂量之间应间隔至少14天。  维持治疗 ：剂量每天1-3片，特殊的病例用到每天4片。标准剂量是每天2片，分2次服用。  高危患者 ：年龄超过65岁的患者 ：开始治疗时每天1次，每次?片。这个剂量可以逐步增加，直到患者获得满意的血糖控制，但要保证在每次剂量增加后有一个至少间隔为14天的维持时间，并且进行严格的血糖监察测。  在其它高危患者中，对于营养不良或身体状态有较大变化的患者，或热量（卡路里）摄入不规律，或伴随肾或肝功能不全的患者，治疗应以最低剂量开始，并同时谨慎增加药物剂量，以避免任何低血糖反应的发生。  服用其它口服降低血糖药的患者 ：与其它所有的磺脲类降血糖药物一样，本药可以不用经过任何过渡期直接替代其它抗糖尿病药物治疗。从具有较长半衰期的磺脲类降血糖药物（例如氯磺丙脲）换用到本药时，为了避免两种药物的药效叠加以及随后产生的低血糖危险，应对病人进行严格监测（经过几周）。 ,低血糖 ：用磺脲类降血糖药物治疗时会发生低血糖，有些病例中会很严重或持续很长时间，如有必要应住院几天控制血糖。  为了减少低血糖发作的危险，必须小心选择病人及所用剂量，并对患者解释清楚低血糖的情况。  年纪较大、营养不良或身体状态有改变的病人，肾上腺功能不全或垂体机能减退的患者，对于抗糖尿病药物产生的降血糖作用尤其敏感。在老年患者和用β-阻断剂治疗的患者中很难诊断出低血糖。  本药只能处方给每天饮食规律（包括早餐）的病人。如果不按时用餐，低血糖危险增加，所以有规律地摄入碳水化合物很重要，并避免用餐次数不够或饮食中含碳水化合物不足。低血糖更易发生在低热量饮食的患者中，或者经过了长时间的大量运动，或饮酒之后，或者合并应用其它降血糖药的患者中。  肾脏或肝脏功能不全会改变本品在体内的分布，肝脏功能不全还会降低新的葡萄糖生成的能力 ；这两个作用会增加严重低血糖反应的危险性。  血糖不均衡 ：在发烧、外伤或感染的病人，或进行外科手术的病人中，用抗糖尿病药物控制血糖浓度的作用会有下降。在这些病例中，有必要中断本药的治疗而使用胰岛素。  所有口服降血糖药物，包括格列齐特，在许多患者中都有使血糖降到所期望水平的作用。时间较长后，药效降低，这可能是由于糖尿病严重程度有所增加，或者对本药治疗的反应减低产生的。这个现象称为继发性失效，并且应与原发性失效区分，后者是指对于特定的病人，药物做为一线治疗证明是无效的。在将患者治疗情况归类为继发性失效之前，必须考虑适当的剂量调整以及监测饮食。  生物学检验 ：应定期监测血糖和尿糖水平。经证明，测量糖基化血红蛋白水平是评估降糖疗效较好的指标。  肾脏和肝脏功能不全 ：在肝或肾功能不全的患者中，本品的药代动力学和（或）药效学数据会有变化。如果这些患者发生低血糖，那么会有低血糖持续的危险，应改用一个合适的治疗方法。  患者信息 ：低血糖的危险性，其症状和治疗方法，以及引起低血糖的原因，都应对病人及其家属解释清楚。也应解释治疗的原发性失效和继发性失效。应告知病人这种治疗和其它治疗的潜在危险和益处。应告诉病人规律用餐的重要性，及遵循有规律的体育锻炼计划和定期监测尿糖和（或）血糖水平的重要性。  对于开车和操纵机器能力的影响 ：患者应清楚低血糖的症状，并且在开车或操纵机器时小心。,低血糖。  胃肠道紊乱，包括恶心、消化不良、腹泻和便秘都有过报道 ；如果用餐时服用本品或剂量分次服用，可以避免或减轻以上症状。  以下为曾有的较少报导的不良反应 ：粘膜和皮肤反应 ：皮疹、瘙痒症、风疹、斑丘疹 ；血液疾病 ：贫血、白血球减少症、血小板减少症 ；肝酶水平增高（ASAT，ALAT，碱性磷酸酯酶）、肝炎（罕见）。  如有胆汁郁积性黄疸出现，停止服用本药。一般而言，这些症状在治疗停止后均会消失。    ,"密闭,避光保存",http://www.baiji.com.cn/goods-6982.html,http://imgcdn.baiji.com.cn/images/pic11/100/120261_1_2.jpg
251362,9720,,达肺草,达肺草,散剂,36g/袋*6袋,国药准字Z22025637,肿瘤,抗肿瘤药-呼吸用药,63,85.3,吉林黄栀花药业有限公司,RX处方登记,0,0,,,,常温,http://www.baiji.com.cn/goods-9720.html,http://imgcdn.baiji.com.cn/images/201311/thumb_img/9720_thumb_G_1385532318734.JPG
190046,6216,,达芙文,阿达帕林凝胶,软膏剂,0.1%*30g,注册证号H20090656,皮肤科,皮肤科-痤疮用药,58,60,Laboratoires Galderma,RX处方登记,阿达帕林,适用于以粉刺、丘疹和脓疱为主要表现的寻常型痤疮的皮肤治疗。亦可用于治疗面部、胸和背部的痤疮。,睡前清洗痤疮患处，待干燥后涂一薄层达芙文，注意避免接触眼、嘴唇。  对于必须减少用药次数或暂停用药的患者，当证实患者已恢复对阿达帕林的耐受时可恢复用药次数。  请勿使用可导致粉刺产生和有效收缩性的化妆品。  对新生儿和婴幼儿的安全性及疗效未知。,如果产生过敏或严重的刺激反应，应停止用药。确定局部刺激反应程度后，患者可在指导下减少用药次数，暂时停止用药或完全停止用药。严禁将本品涂抹于眼、口腔、鼻粘膜及其它粘膜组织，若不慎将本品涂于眼部，应立即用温水洗净。本品不得用于皮肤破损处（割伤、摩擦伤），亦不得用于十分严重的痤疮患者，或患有湿疹的皮肤创面。,可能出现的主要不良反应为皮肤刺激性，减少用药次数或停药后可恢复。    ,25C以下,http://www.baiji.com.cn/goods-6216.html,http://imgcdn.baiji.com.cn/images/201401/thumb_img/6216_thumb_G_1390197440954.jpg
120254,5799,,达芙通,地屈孕酮片,片剂,10mg*20片,注册证号H20130110,妇儿科,妇儿科用药－调节内分泌用药,128,131,荷兰Abbott Biologicals B.V.,凭原处方销售,地屈孕酮,地屈孕酮可用于治疗内源性孕酮不足引起的疾病，如痛经、子宫内膜异位症、继发性闭经、月经周期不规则、功能失调性子宫出血、经前期综合征、孕激素缺乏所致先兆性流产或习惯性流产、黄体不足所致不孕症。,痛经 从月经周期的第5-25天，每日2次，每次口服地屈孕酮1片（以地屈孕酮计10 mg）。  子宫内膜异位症 从月经周期的第5-25天，每天口服地屈孕酮2-3次，每次口服地屈孕酮1片（以地屈孕酮计10 mg）。  功能性出血 止血的剂量 ：每次口服地屈孕酮1片（以地屈孕酮计10 mg），每日2次，连续5-7天。  预防出血的剂量 ：从月经周期的第11-25天，每次口服地屈孕酮1片（以地屈孕酮计10 mg），每日2次。  闭经 从月经周期的第1-25天，每日服用雌二醇，每天1次。从月经周期的第11-25天，联合用地屈孕酮，每天2次，每次1片（以地屈孕酮计10 mg）。  经前期综合征 从月经周期的第11-25天，每日口服地屈孕酮2次，每次1片（以地屈孕酮计10 mg）。  月经不规则 从月经周期的第11-25天，每日口服地屈孕酮2次，每次1片（以地屈孕酮计10 mg）。  先兆流产 起始剂量为1次口服4片地屈孕酮（以地屈孕酮计40 mg），随后每8小时服1片地屈孕酮（以地屈孕酮计10 mg），至症状消失。  习惯性流产 每日口服地孕酮2次，每次1片（以地屈孕酮计10 mg），至怀孕20周。  内源性孕酮不足导致的不孕症 月经周期的第14-25天，每日口服地屈孕酮1片（以地屈孕酮计10 mg）。治疗应至少持续6个连续的周期，建议在怀孕的前几个月里连续采用该方法治疗，剂量应参照习惯性流产治疗剂量。    ,少数病人可出现突破出血，一般增加剂量可防止。  与雌激素联合使用进行激素替代治疗时应注意雌激素的禁忌和注意事项。长期采用孕激素雌激素联合用药者应每年定期进行全面体检，包括妇科及乳房X线检查。  出现不正常的阴道出血时，应做进一步的检查。  应用于习惯性流产或先兆性流产时，应确定胎儿是否存活。治疗过程中，应检查妊娠是否继续和/或胎儿是否存活。  以孕激素为主要成分的口服避孕药可能会增加抑郁症的机会。有抑郁症史的患者在孕激素治疗过程中，应密切观察。  孕激素治疗掩盖更年期的发生（不规则月经周期）。  ,极少数病人可出现突破性出血，一般增加剂量即可防止。地屈孕酮也可能发生其它发生在孕激素治疗中的不良反应，如轻微出血、经期血量的改变、闭经 ；不适、呕吐、腹痛 ；肝功能改变、黄疸（少见） ；乳房疼痛 ；瘙痒、皮肤过敏、荨麻疹、抑郁情绪、头痛、偏头痛、精神紧张 ；水肿 ；性欲改变。    ,15-30C,http://www.baiji.com.cn/goods-5799.html,http://imgcdn.baiji.com.cn/images/201312/thumb_img/5799_thumb_G_1386294935728.JPG
180087,7481,,达芬科闯,硫酸沙丁胺醇雾化吸入溶液,鼻用喷雾剂,20ml:0.1g,国药准字H20000348,肿瘤,抗肿瘤药-呼吸用药,20.7,20.7,深圳大佛药业有限公司,凭原处方销售,硫酸沙丁胺醇,严重的支气管哮喘（哮喘持续状态）；对常规疗法治疗无效的慢性支气管痉挛。,本品只可在医生指导下，采用呼吸器或适当的驱动式喷雾器给药，切不可注射或口服。  1.间歇性用法：    间歇性治疗每日重复4次，应从低剂量开始。  成人：0.5-1.0毫升（2.5-5.0mg），以注射用生理盐水稀释至2.0或2.5毫升，喷雾可维持约10分钟；部分成人可能需要10mg的较高剂量，可不经稀释，将2.0毫升（10mg）本品直接置入喷雾装置中，雾化吸入，直至支气管得到扩张为止，通常约需要3-5分钟。  儿童：一岁半到十二岁以下儿童的常用剂量为0.5毫升（2.5毫克沙丁胺醇）以注射用生理盐水稀释到2.0或2.5毫升，部分儿童可能需要增至5毫克，由于有可能发生短暂的低氧血症，可考虑辅以氧气治疗。  2.连续性治疗：  将本品以注射用生理盐水稀释成每毫升含50ug-100ug沙丁胺醇的溶液，雾化吸入的通常给药速率为1mg/小时，最高可增至2mg/小时。,1. 下列情况应慎用：伴有心血管疾患（冠状动脉供血不足、心律不齐、高血压）、甲状腺机能亢进、糖尿病及惊厥患者。  2. 若使用一般剂量无效时，应咨询医生，不能随意增加药物剂量或使用次数。反复过量使用可导致支气管痉挛，如有发生应立即停药，更改治疗方案。  3. 长期使用本品时，可能产生耐受性。  4. 使用过程中应注意监控血清钾的水平。  5. 本品应在医院内，由医生指导使用。增加使用吸入的β2-受体激动剂可能是哮喘恶化的征象，若出现此情况，可能需要重新评估对病人的治疗方法，应考虑合用糖皮质激素治疗。过量吸入本药会有不良反应，因此吸入的剂量使用次数须遵医嘱。,雾化吸入本品可产生下列不良反应：肌肉震颤（通常表现为手颤），头晕，头痛，不安，失眠，心动过速，低钾血症，口、咽剌激感。  罕见下列不良反应：肌肉痉挛，过敏反应（血管性水肿、皮疹、支气管痉挛、低血压）。,"密闭,避光保存",http://www.baiji.com.cn/goods-7481.html,
120276,6984,,达英-35,炔雌醇环丙孕酮片,片剂,21片,国药准字J20100003,皮肤科,皮肤科-痤疮用药,65,68,拜耳医药保健有限公司广州分公司,凭原处方销售,炔雌醇环丙孕酮,治疗妇女雄激素依赖性疾病，例如痤疮，特别是明显的类型，和伴有皮脂溢，炎症或形成结节的痤疮（丘疹脓泡性痤疮、结节囊肿性痤疮）、妇女雄激素性脱发、轻型多毛症、以及多囊卵巢综合征患者的高雄性激素表 ,如何服用炔雌醇环丙孕酮片  必须按照包装所指方向每天约在同一时间用少量液体送服。每日1片，连服21天。停药7天后开始下一盒药，其间通常发生撤退性出血。通常在该周期最后一片药服完后2－3天开始出血，而在开始下一盒药时出血可能尚未结束。  如何开始服用达英-35(炔雌醇环丙孕酮片)既往没有使用激素避孕药（过去1个月）应该在妇女自然月经周期的第1天开始服药(即月经出血的第1天)。也可以在第2－5天开始，但推荐在第一个治疗周期服药的前7天内加用屏障避孕法。  ·从另一种口服避孕药（COC）改服最好是在服用完最后一片以前的COC活性药片后，立即开始服用复方醋酸环丙孕酮片，但最晚应在以前所用COC的停药期末。  ·从单纯孕激素方法 （微丸、注射剂、埋植剂）或从释放孕激素宫内节育系统（IUS）改服  可在任何时间从微丸（埋植剂或IUS应在取出日，注射剂应在下一次注射日）改服炔雌醇环丙孕酮片，但对所有这些情况，应在服药的前7天内加用屏障避孕法。  ·早期妊娠流产后可以立即开始服药。在这种情况下，不需要加用其它避孕方法。  ·分娩后或中期妊娠流产后应建议妇女在分娩后或中期妊娠流产后第21－28天开始服药。如果开始较晚，应建议妇女在服药的前7天内加用屏障法。然而，如果已经发生性行为，在实际开始服用达英-35之前，应该除外妊娠，或者等到该妇女的第一次月经来潮时再服用。,类似炔雌醇环丙孕酮片的雌、孕激素复方的临床与流行病学经验主要依据复方口服避孕药（COCs）。,,密封，置阴凉处,http://www.baiji.com.cn/goods-6984.html,http://imgcdn.baiji.com.cn/images/201207/thumb_img/6984_thumb_G_1342769557505.jpg
110237,6816,,达菲林,注射用醋酸曲普瑞林,注射剂,3.75mg,注册证号H20110290,肿瘤,抗肿瘤药-激素类-内分沁类,1864,1864,Ipsen Pharma Biotech,凭原处方销售,醋酸曲普瑞林,男性：转移性前列腺癌；儿童：真性性早熟；女性：子宫内膜异仪症；不孕症：在体外受精-胚胎移植程序（IVF-ET）中通常与其它激素滚（如促性腺激素）联合使用。,给药方法和途径：本品仅可肌内注射，用药盒内提供的溶剂复溶药物粉末，复溶后立即注射。复溶后得到的悬浮液不得与其它药品混合。  1.前列腺癌：一次1支。每4周注射一次。  2.性早熟：按体重一次50μg/kg，每4周注射一次。  3.子宫内膜异位症：应在月经周期的前5天开始治疗。注射次数：一次1支，每4周注射一次。 疗程：根据发病时严重程度以及治疗过程中临床指标的变化（包括功能和器质性指标）而定。原则上，一个疗程应至少4个月，至多6个月。建议不要使用曲普瑞林或其它GnRH类似物进行第二个疗程的治疗。  4.女性不孕症：在月经周期第2天肌内注射1支。当垂体去敏后（血浆雌激素<50pg/ml），一般在注射本品后15天，开始联合使用促性腺激素治疗。  5.手术前子宫肌瘤的治疗：治疗应在月经周期的前5天开始。注射次数：每4周注射一次，每次1支。疗程：3个月。 ,男性：前列腺癌：治疗开始时，极少数病例有单发的一过性的临床症状加重（尤其是骨痛）。在治疗的最初数周应给予密切的医疗监护，尤其对于那些有尿路梗阻和椎骨转移的患者。同理，对有脊髓压迫症状的患者也应给予密切的医疗监护。治疗初期可观察到酸性磷酸酶一过性增高。有必要定期检查血睾酮水平，不应高于1ng/ml。女性： 在医生给患者开药前，应确认患者没有怀孕。  1.女性不孕症对于一些敏感的患者，尤其多囊卵巢疾病的患者，当联合使用促性腺激素时，注射曲普瑞林引起卵泡增多。曲普瑞林与促性腺激素联合使用时，不同患者的卵巢对同一剂量的药物有不同的反应。对于某些病例，同一患者在不同的周期其卵巢反应也不同。诱导排卵应在严格的、定期的生物检测和临床检查下进行：血浆雌激素快速定量和超声检查（参见“不良反应”）。当卵巢反应过度时，建议停止注射促性腺激素，以终止刺激周期。  2.子宫内膜异位症和手术前子宫肌瘤的治疗：每4周定期使用1支，通常引起低促性腺素性闭经。1个月治疗后子宫出血属于异常；应核实血浆雌二醇水平，如果低于50pg/ml，需检查可能伴有的器质性病变。注射的一个半月之后采取避孕措施。,男性：治疗初期，随着血睾酮水平一过性升高，部分患者可见尿路症状、骨转移造成骨痛、椎骨转移造成的脊髓压迫等症状加重，1－2周后这些症状会消失治疗过程中，最常报导的不良反应（潮热、性欲下降和阳萎）与血浆睾酮降低有关，这是药品药理作用的结果，与其它GnRH类似物所观察到的不良反应相似。女性：治疗初期，由于血浆雌二醇水平一过性增高，出现子宫内膜异位症症状（骨盆疼痛，痛经）加重，1－2周后消失。第一次注射后一个月内可能出现子宫出血。该药物用于治疗女性不孕症时，联合使用促性腺激素可造成对卵巢刺激，有可能出现卵巢肥大，盆腔疼痛和／或腹痛。治疗过程中，最常报导的不良反应如潮热、阴道干燥、性欲下降，性交困难与垂体－卵巢阻断有关。罕见有头痛、关节痛和肌肉痛的报导。男、女性：报导有过敏反应，如荨麻疹，皮疹，瘙痒。罕见有Quincke水肿（昆克水肿）发生。一些患者出现恶心、呕吐、体重增加、高血压、情绪紊乱、发烧、视觉异常、注射处疼痛。长期使用GnRH类似物可引起骨质流失，有致骨质疏松的危险。儿童：卵巢初始刺激可能导致女孩出现少量阴道出血。如同成人，儿童也有报导出现过敏反应，如荨麻疹，皮疹，瘙痒，罕有Quincke水肿发生。一些患儿出现恶心、呕吐、体重增加、高血压、情绪紊乱、发烧、视觉异常、注射处疼痛。即使治疗收到满意效果时也可能出现以上不良反应。如患者发生以上不良反应或本说明书未列出的不良反应，请立即通知医生。,25C以下,http://www.baiji.com.cn/goods-6816.html,
